"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"483",1868,"MO10300",39.37667,-90.90833,"MISSISSIPPI","NR",1940,75,32,364000,125363,125363,52.60918,NA,NA,9.643285554,0.301352674,NA,364929.591,6936.615385,0.035913263,154632753.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91,4.67,2.24,24.65,30.09,5.44,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO35","MO",35,"Mississippi River Pool 24",-90.90108,39.37905,"TPL                2",0,0,3,4,2,4,1,4,3,1,5,4,5,3,3,0,5,2,5,2,0,0,5,5,1,3,4,1,4,3,4,1,2,0,0,1,0,0,4,4,5,4,4,4,5,4,0,0,0,1,4,4,3,3,3,3,5,4,4,3,1,5,2,3,3,3,3,3,3,4,1,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0.678272707694024
"484",1869,"MO10301",39,-90.68667,"MISSISSIPPI","NR",1939,76,31,440000,176000,176000,52.60918,NA,NA,13.53843046,0.436723563,NA,367778.58,6990.769231,0.050419456,217092480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,4.57,3.06,25.01,30.45,5.44,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO36","MO",36,"Upper Mississippi River Pool 25",-90.68385,39.00617,"TPL                2",2,3,3,4,2,3,2,4,3,1,5,4.320171073,4,4,3,0,4,2,5,0,3,3,4,1,1,0,2,1,4,2,3,2,2,1,0,2,1,1,2,2,4,5,4,4,4,5,0,0,0,1,3,3,3,3,3,3,5,4,4,2,1,5,2,3,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0.727220014784507
"485",1869,"MO10301",39,-90.68667,"MISSISSIPPI","NR",1939,76,31,440000,176000,176000,52.60918,NA,NA,13.53843046,0.436723563,NA,367778.58,6990.769231,0.050419456,217092480,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,4.57,3.06,25.01,30.45,5.44,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO37","MO",37,"Sandy Slough",-90.70475,39.02296,"TPL                2",3,3,2,2,0,4,3,4,4,1,2.766200139,3.481135936,2.128584212,3.500860407,3.22100206,0,3,1,5,0,2,4,5,1,0,0,1,0,1,1,1,1,2,2,0,2,1,1,2,0,4,4,4,5,2,5,4,1,1,3,2.93037168,2.18707172,3,3,3,3,5,3,3,1,1,5,3,3,3,3,3,3,2,2,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,2.99152168203209
"486",1870,"MO10303",40.1433,-91.5149,"MISSISSIPPI RIVER","NR",1936,79,11,510000,NA,58000,30.52141812,NA,NA,7.690250179,0.699113653,NA,347835.657,11396.44657,0.037600941,71541840,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34,4.84,1.5,24.51,29.93,5.42,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO41","MO",41,"Upper Mississippi River Pool 20",-91.5149,40.1433,"TPL                2",0,0,3,4,2,4,1,4,3,1,5,4,5,3,3,0,5,2,5,2,0,0,5,5,1,3,4,1,4,3,4,1,2,0,0,1,0,0,4,4,5,4,4,4,5,4,0,0,0,1,4,4,3,3,3,3,5,4,4,3,1,5,2,3,3,3,3,3,2,4,1,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"487",1871,"MO10305",39.6354,-91.2487,"MISSISSIPPI RIVER","NR",1938,77,11,537000,NA,80000,34.5601844,NA,NA,9.367659994,0.851605454,NA,356123.625,10304.44965,0.043043115,98678400,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,4.73,1.96,24.67,30.1,5.43,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO43","MO",43,"Upper Mississippi River Pool 22",-91.2487,39.6354,"TPL                2",0,0,3,4,2,4,1,4,3,1,5,4,5,3,3,0,5,2,5,2,0,0,5,5,1,3,4,1,4,3,4,1,2,0,0,1,0,0,4,4,5,4,4,4,5,4,0,0,0,1,4,4,3,3,3,3,5,4,4,3,1,5,2,3,3,3,3,3,2,4,1,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0
"488",1875,"MO10414",39.9381,-94.05677,"BIG CREEK","SR",1967,48,NA,12804,25075,25075,2.235985938,27.09481147,5.111477939,45.38256696,NA,NA,NA,NA,0.819813614,30929511,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,4.81,0.93,24.11,29.49,5.38,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO29","MO",29,"Lake Viking",-94.05677,39.9381,"TPL                1",2,3,0,0,2,3,2,1,3,1,4,3,3,4,3,1,4,2,5,1,2,0,1,2,0,0,3,0,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951553579,0,0,1,0,3,1,3,4,2,5,4,3,3,2,1,3,1,4,3,3,3,3,1,2,3,2,1,3,2,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0
"489",1876,"MO10545",38.80111,-90.76527,"PERUQUE CREEK","R",1973,42,NA,36700,14650,6300,1.797661213,19.32110521,4.065115903,32.9797197,NA,155.149,NA,NA,0.664436741,7770924,151.8,7.11e+12,19671,1.17,1,1.5,4.6,11.9,3.3,1,2.5,24,0.8,0,0,0.8,32.2,17.5,0,0,35,13,62,1122,67,24,32,58,37,4,24,2,6,0,0,0,0,0,0,0.85661,0.61544,7.76,4.54,3.23,25,30.47,5.46,72,"Interior River Valleys and Hills",1075.06,1142.37,67.31,"MO27","MO",27,"Lake St. Louis",-90.7652,38.80179,"TPL                1",0,0,1,0,0,3,1,5,3,2,4,2,3,4,4,0,4,0,0,2,3,2,3,1,1,0,5,0,4,1,3,1,2,0,0,2,0,0,2,3,4,0,0,2,0,0,0,0,0,0,4,3,3,3,3,3,3,3,3,4,1,3,2,3,3,3,2,4,4,4,3,3,1,3,4,4,3.8,3.1,3,3.1,0,1,0,0,0,0,0,0,0,0.0757324676138946
"490",1877,"MO11176",39.75167,-92.51333,"EAST FORK LITTLE CHARITON","NR",1976,39,71,5570,98000,35000,9.8338698,103.5860917,9.318244711,40.32912552,0.568015852,220.167,282.30891,28.70781893,0.347389895,43171800,NA,1.03e+13,25106,1.06,2,3.6,5.2,0.5,1.4,0.4,1.6,24.3,0.1,0.5,0.3,2.5,35.1,23.6,0,0.7,27,12,54,566,51,7,9,49,24,11,53,5,11,1,0,0,0,0,2,0.7988,0.84725,6.3,4.76,1.54,24.53,29.95,5.43,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO38","MO",38,"Long Branch Lake",-92.51333,39.75167,"TPL                1",1,1,1,1,1,2,1,2,3,0,3,5,3,1,1,0,5,0,3,1,1,0,3,2,0,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,3,2,4,2,2,4,3,4,1,4,2,2,2,2,2,2,2,3,3,1,3,1,1,4,3,2,3,2,2,0,1,0,0,0,0,0,0,0,0
"491",1878,"MO12084",39.39833,-94.555,"LITTLE PLATTE RIVER","NR",1979,36,75,4830,246500,144600,29.0969234,176.0261112,9.205522639,34.28364869,0.457115316,222.015,551.66787,18.9596662,0.171681739,178361208,NA,1.02e+13,23955,1.34,1,4.5,3.1,1,1,0.4,1.4,8.3,0,0.8,0.1,8.9,37.2,33.1,0,0.2,31,15,63,481,14,8,9,61,32,11,51,1,3,0,0,0,0,1,5,0.57485,0.17457,6.52,4.68,1.84,24.71,30.06,5.36,47,"Western Corn Belt Plains",826.1,873.55,47.45,"MO52","MO",52,"Smithville Reservoir",-94.555,39.39833,"TPL                1",3,2,2,2,4,4,1,1,2,1,4,4,4,3,3,1,2,2,2,1,3,2,4,2,0,0,2,1,3,1,1,1,1,1,1,1,1,0,1,1,3,4,1,1,1,4,1,1,1,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,1,1,3,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"492",1879,"MO12099",39.01833,-94.33833,"EAST FORK LITTLE BLUE RIVER","N",1988,27,68,24639,26950,10842,2.92183292,17.67319082,2.916635576,37.32678412,0.548923296,23.2815,85.46967,29.25207756,0.58986617,13373390.16,NA,1.03e+13,25463,0.52,1,7.8,0.7,3.1,10.7,4.8,3.6,19.4,0.2,0.7,0.4,10.8,23.3,14.5,0,0.1,46,14,89,688,20,67,67,17,15,2,10,2,4,0,0,0,0,1,4,0.50604,0.1392,7.14,4.59,2.55,25.17,30.5,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO23","MO",23,"Lake Jacomo",-94.3079,38.99298,"TPL                3",0,1,4,4,1,3,1,1,2,1,2,1,2,1,1,3,1,0,1,4,1,1,1,0,0,0,2,1,1,1,1,1,2,1,1,2,0,1,1,1,1,1,3,1,1,1,0,0,0,0,2,1,4,3,4,4,1,3,3,3,1,1,1,4,3,4,3,3,3,4,2,3,1,3,4,4,4,2,3,3,0,1,0,0,0,0,0,0,0,3.85585060808224
"493",1879,"MO12099",39.01833,-94.33833,"EAST FORK LITTLE BLUE RIVER","N",1988,27,68,24639,26950,10842,2.92183292,17.67319082,2.916635576,37.32678412,0.548923296,23.2815,85.46967,29.25207756,0.58986617,13373390.16,NA,1.03e+13,25463,0.52,1,7.8,0.7,3.1,10.7,4.8,3.6,19.4,0.2,0.7,0.4,10.8,23.3,14.5,0,0.1,46,14,89,688,20,67,67,17,15,2,10,2,4,0,0,0,0,1,4,0.50604,0.1392,7.14,4.59,2.55,25.17,30.5,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO5","MO",5,"Blue Springs Lake",-94.33833,39.01833,"TPL                1",2,3,2,2,1,3,1,1,2,1,2,1,2,3,3,1,3,3,5,2,1,1,1,0,0,0,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,3,2,2,5,3,2,3,1,1,1,2,2,2,3,2,2,2,2.8,3.2,1.9,1,4,4,4,2,2,2,0,1,0,0,0,0,0,0,0,0
"494",1880,"MO20023",37.11194,-93.26361,"JAMES RIVER","SRO",1956,59,NA,199849,2806,2806,1.18570668,18.755211,4.858790932,9.576958016,NA,251.672,NA,NA,0.237574352,3461144.88,348.2,1.1e+13,36886,1.13,2,0.6,0.7,0.7,2.5,0.8,0.5,31.9,1.6,2.2,0.1,2.3,54,2.1,0,0.1,43,7,70,622,98,21,15,28,23,26,55,6,6,0,0,0,0,0,1,0.53658,0.10861,8.35,4.31,4.05,24.65,30.03,5.38,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO26","MO",26,"Lake Springfield",-93.26366,37.1121,"SAP                4",4,1,2,2,2,4,4,1,3,1,4,0,4,0,3,2,0,1,1,0,2,1,0,1,1,0,3,0,0,1,0,1,2,2,0,1,1,4,2,1,2,0,0,1,0,0,0,0,0,0,3,4,3,4,3,3,2,3,3,1,1,3,1,4,3,4,3,3,1,3,2,2,1,3,3,3,3,3,3,3,0,0,0,0,1,0,0,0,0,0.0183044265500923
"495",1881,"MO20036",37.31552,-93.23025,"LITTLE SAC RIVER","SR",1955,60,NA,32900,36368,26239,3.240239748,25.20190256,3.949477523,45.42128918,NA,9.6001,NA,NA,0.68160299,32365281.72,384.4,1.03e+13,25893,0.37,1,6,0.3,1.1,3.2,0.7,1.6,28.6,1.9,2.6,0.1,3.4,48.8,1.8,0,0,56,5,94,510,98,14,8,27,24,26,58,8,9,0,0,0,0,0,1,0.24062,0,8.41,4.34,4.07,24.81,30.2,5.39,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO15","MO",15,"Fellows Lake",-93.23102,37.31481,"SAP                1",0,0,3,2,2,3,0,1,1,1,2,2,1,1,1,1,3,0,1,4,3,2,2,2,1,1,3,3,1,1,1,1,4,1,1,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,3,3,1,3,3,1,2,2,3,3,2,1,5,2,3,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0.104249366623783
"496",1882,"MO20040",38.93564,-94.2468,"WEST FORK SNI-A-BAR CREEK","R",1928,87,NA,6111,11568,11568,1.97180735,20.71788872,4.162058179,23.74165459,NA,36.452,NA,NA,0.456708763,14268896.64,NA,1.03e+13,25466,0.63,1,1.5,2.2,0.7,1.8,1,0.8,18.8,0.1,0.5,0.2,3.7,42,26.5,0,0.3,31,13,60,627,23,23,29,52,28,7,36,2,5,0,0,0,0,0,2,0.56972,0.24969,7.17,4.57,2.59,25.11,30.45,5.34,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO24","MO",24,"Lake Lotawana",-94.2468,38.93564,"TPL                3",1,1,2,1,1,3,1,2,2,2,2,2,2,1,1,1,3,2,5,1,1,1,1,1,0,0,2,1,1,1,1,1,2,0,0,2,1,0,1,1,3,0,0,0,0,0,0,0,0,1,2,2,4,4,3,4,4,3,3,3,2,3,2,2,4,4,3,4,3,2,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"497",1883,"MO20043",38.93306,-93.58139,"PEAVINE CREEK","SR",1967,48,NA,11683,4000,1868,1.061548446,11.71870407,3.208518655,15.24885924,NA,NA,NA,NA,0.39978643,2304140.64,215.5,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,4.58,2.69,25.1,30.48,5.37,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO14","MO",14,"Edwin Pape Lake (Concordia)",-93.5817,38.93336,"TPL                3",1,1,4,4,2,3,2,0,2,1,3,1,2,1,2,1,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,0,1,1,2,0,0,0,1,1,0,0,0,1,2,1,3,3,3,3,4,3,3,3,1,1,2,3,3,3,3,3,1,4,2,1,1,4,2,2,2,3,3,3,1,0,0,0,0,0,0,0,0,0.0427980928526512
"498",1884,"MO20055",38.00639,-94.04611,"TR TO OSAGE RIVER","R",1962,53,NA,NA,5318,2722,1.756922001,11.58639856,2.465852611,12.24934975,NA,NA,NA,NA,0.249630357,3357532.56,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29,4.42,3.87,25.58,30.92,5.34,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO3","MO",3,"Atkinson Lake",-94.04638,38.00633,"TPL                2",4,4,1,1,2,3,4,2,4,1,4,2,3,3,4,0,4,0,2,0,1,0,3,2,0,0,0,0,4,1,1,1,3,3,0,3,0,0,3,0,4,0,0,4,3,4,4,3,1,3,4,3,2,4,2,2,3,4,2,1,1,3,1,4,3,3,4,3,1,4,3,4,1,4,3,3,2,3,2,3,0,0,0,0,1,0,0,0,0,0.0246301805099976
"499",1885,"MO20077",38.76444,-94.32583,"TR MIDDLE BIG CREEK","RS",1971,44,NA,28862,13520,11275,1.698187763,19.09027842,4.13251368,32.21871149,NA,NA,NA,NA,0.667845367,13907487,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,4.55,2.89,25.36,30.71,5.34,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO18","MO",18,"Harrisonville City Lake",-94.32583,38.76444,"TPL                3",2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,0,2,1,1,1,2,2,0,0,1,1,2,1,2,1,1,0,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,1,2,2,3,4,3,4,3,3,3,1,1,1,2,1,3,3,3,3,1,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"500",1886,"MO20151",38.30861,-93.91695,"DEEPWATER CREEK","SR",1955,60,NA,NA,30014,11000,5.846595424,37.04955806,4.322414405,20.77485586,NA,63.2679,NA,NA,0.232085015,13568280,NA,1.03e+13,25311,0.8,1,2.7,8.1,0,0.1,0,0.1,8.9,0.1,0.5,0.2,5.1,51.7,22.4,0,0.1,35,15,69,500,24,1,1,61,33,15,61,1,2,0,0,0,0,0,3,0.47492,0.05452,7.87,4.47,3.39,25.42,30.79,5.36,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO44","MO",44,"Montrose Lake",-93.91695,38.30861,"TPL                1",4,1,1,1,2,3,4,1,3,1,5,3,5,4,3,0,4,0,3,1,3,1,4,3,1,2,1,1,4,1,4,2,3,4,1,3,1,5,2,2,3,2,0,1,4,1,1,1,1,1,3,3,5,3,4,2,4,2,2,1,1,3,2,3,3,4,3,3,1,4,2,1,1,4,2,2,2,4,5,4,0,0,0,0,1,0,0,0,0,0
"501",1887,"MO20242",38.99611,-94.37472,"WEST FORM OF MAY BROOK","R",1971,44,NA,13084,6000,3000,1.128075357,17.18680439,4.564791747,21.52436369,NA,NA,NA,NA,0.547421523,3700440,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22,4.59,2.63,25.18,30.51,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO5","MO",5,"Blue Springs Lake",-94.33833,39.01833,"TPL                1",2,3,2,2,1,3,1,1,2,1,2,1,2,3,3,1,3,3,5,2,1,1,1,0,0,0,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,3,2,2,5,3,2,3,1,1,1,2,2,2,3,2,2,2,2.8,3.2,1.9,1,4,4,4,2,2,2,0,1,0,0,0,0,0,0,0,4.0025159878316
"502",1888,"MO20312",38.81806,-94.35611,"MIDDLE BIG CREEK","R",1965,50,NA,29150,7150,4650,1.099423614,14.43769939,3.884278454,26.31832007,NA,40.2611,NA,NA,0.678010215,5735682,NA,1.03e+13,25293,0.66,1,3.9,0.8,0.2,2.8,0.4,0.3,8.6,0.1,0.7,0.1,10.5,40,31.3,0,0.4,44,14,86,792,83,13,14,58,31,10,47,1,2,0,0,0,0,1,6,0.55928,0.21072,7.42,4.56,2.85,25.29,30.64,5.34,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO30","MO",30,"Lake Winnebago",-94.35561,38.81785,"TPL                3",1,1,3,1,1,4,1,4,4,2,2,1,1.521948208,4,3,2,1,1,1,1,3,1,1,1,0,0,4,1,1,1,1,1,2,1,2,2,1,0,1,1,4,0,5,0,1,0,0,0,0,1,3,3,3,3,3,4,4,3,3,3,1,3,2,2,4,4,3,4,2,2,3,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0.0492860528171017
"503",1888,"MO20312",38.81806,-94.35611,"MIDDLE BIG CREEK","R",1965,50,NA,29150,7150,4650,1.099423614,14.43769939,3.884278454,26.31832007,NA,40.2611,NA,NA,0.678010215,5735682,NA,1.03e+13,25293,0.66,1,3.9,0.8,0.2,2.8,0.4,0.3,8.6,0.1,0.7,0.1,10.5,40,31.3,0,0.4,44,14,86,792,83,13,14,58,31,10,47,1,2,0,0,0,0,1,6,0.55928,0.21072,7.42,4.56,2.85,25.29,30.64,5.34,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO51","MO",51,"Raintree Lake",-94.38159,38.83459,"TPL                3",1,1,2,2,1,4,2,4,4,2,2,2,1,4,1,3,1,1,1,2,3,2,1,1,0,0.132318663,4,1,2,1,1,1,3,1,1,2,1,0,1,1,4,0,0,2,0,0,0,0,0,0,3,2,4,4,3.8,3,4,3,3,3,3,3,3,1,4,3,3,2,1,2,2,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,2.87455309288822
"504",1889,"MO20373",38.99971,-94.36959,"WEST FORK OF MAY BROOK","R",1973,42,NA,4314,4810,2800,1.128075357,17.18680439,4.564791747,17.25536489,NA,NA,NA,NA,0.438849588,3453744,NA,1.03e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,4.59,2.63,25.18,30.52,5.33,40,"Central Irregular Plains",1014.07,1053.16,39.09,"MO5","MO",5,"Blue Springs Lake",-94.33833,39.01833,"TPL                1",2,3,2,2,1,3,1,1,2,1,2,1,2,3,3,1,3,3,5,2,1,1,1,0,0,0,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,3,2,2,5,3,2,3,1,1,1,2,2,2,3,2,2,2,2.8,3.2,1.9,1,4,4,4,2,2,2,0,1,0,0,0,0,0,0,0,3.4064694255923
"505",1890,"MO20725",38.26667,-93.40167,"OSAGE RIVER","N",1978,37,98,284000,5202000,1203404,225.005416,7.268951817,0.136700529,93.56093629,0.954703432,726.112,29784.885,132.3741007,0.168484005,1484374766,NA,1.03e+13,25612,1.43,3,3.3,0.7,0.2,0.6,0.1,0.3,33,5.6,4.1,0.1,1.5,48.6,1.5,0,0.4,20,4,37,382,29,5,3,26,21,28,58,11,15,1,1,0,0,0,1,0.74065,0.25764,8.1,4.46,3.63,25.42,30.83,5.42,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO19","MO",19,"Truman Reservori",-93.40167,38.26667,"SAP                3",2,1,1,1,2,2,1,0,2,1,4,3,3,3,2,0,5,0.02081842,1,1,4,1,5,3,1,1,2,1,3,1,3,1,3,1,1,3,2,0,1,1,3,4,2,2,0,4,2,1,1,3,1,1,4,4,4,3,3,4,2,4,1,4,3,5,4,3,3,3,5,5,1,1,1,4,1,2,1,3,5,4,0,0,0,0,1,0,0,0,0,0
"506",1891,"MO30014",38.2031,-92.6248,"OSAGE","HCR",1931,84,90,219000,2677000,1926800,185.3443776,1326.789062,27.49204623,58.4502184,0.649446871,935.101,36259.86,195.6350987,0.115973038,2376669264,NA,1.03e+13,25313,1.59,3,1.4,0.6,0.1,0.4,0.1,0.2,57.1,2.6,1.7,0.1,0.8,33.1,1,0,0.9,25,4,43,390,57,6,4,20,19,23,57,17,18,1,1,0,0,0,0,0.8343,0.5206,8.51,4.46,4.05,25.1,30.53,5.43,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO47","MO",47,"Lake of the Ozarks",-92.6248,38.2031,"SAP                3",1,2,1,1,1,1,1,4,2,1,1,2,3,3,2,0,5,1,4,1,1,1,2,1,1,1,4,1,2,1,1,1,3,3,1,3,1,1,1,3,3,1,4,2,1,1,1,1,1,1,2,3,3,4,3,3,3,3,3,3,3,4,3,5,3,3,2,3,5,3,2,2,1,3,3,4,3,3,4,3,0,1,0,0,0,0,0,0,0,0
"507",1893,"MO30075",38.1075,-91.4575,"BRUSH CREEK","R",1960,55,NA,17292,8875,8875,1.12749609,12.03700105,3.197832172,31.85447858,NA,114.68,NA,NA,0.810351763,10947135,NA,7.14e+12,20080,1.03,1,1.6,0.5,0.3,1.4,0.2,0.3,57.8,2.1,4.9,0,0.4,29.3,1.3,0,0,42,6,77,455,63,10,8,21,19,17,52,17,21,0,0,0,0,0,0,0.74509,0.80606,7.82,4.41,3.41,24.2,29.67,5.46,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO22","MO",22,"Indian Hills",-91.4575,38.1075,"SAP                4",0,0,0,0,0,5,0,1,4,1,1,2,1,4,1,0,5,1,1,0,4,1,3,3,1,1,4,0,1,1,1,1,1,1,1,1,1,0,2,1,2,0,0,0,0,1,4,2,0,0,2,1,3,3,3,3,3,3,3,3,3,2,1,2,4,3,1,3,1,4,3,2,2,4,3,3,3,2,3,3,0,1,0,0,0,0,0,0,0,0
"508",1895,"MO30200",37.69167,-93.75833,"SAC RIVER","CSRO",1969,46,153,181000,1674000,892000,100.766814,464.4556472,13.05209948,67.22876133,0.439403669,21.5266,3004.3884,29.81526104,0.180907657,1100264160,NA,1.03e+13,25873,0.5,1,5.2,0.2,0,0,0,0,14.7,3.2,6.4,0,0.3,68.6,1.2,0,0.1,43,6,79,540,93,2,1,34,25,35,69,5,4,0,0,0,0,0,0,0.49361,0.05349,8.37,4.4,3.97,25.7,31.07,5.36,39,"Ozark Highlands",1142.71,1180.65,37.94,"MO56","MO",56,"Stockton Lake",-93.75833,37.69167,"SAP                1",0,0,2,1,1,1,0,1,2,0,1,3,1,1,1,0,3,0,0,1,1,1,2,2,1,1,3,0,2,1,1,0,1,1,0,0,0,1,1,2,2,0,0,0,0,1,1,0,1,0,1,0,3,4,3,4,1,4,3,5,1,1,1,3,4,4,3,4,3,4,2,2,1,3,4,5,4,3,3,3,1,0,0,0,0,0,0,0,0,0
