FID,Field1,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_,res_perim_,sdi,mean_depth,mean_max_d,mean_q,drain_area,catch_surf,rel_depth_,lake_vol_m,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_k,tp_bg_kg_k,tn_bg_kg_1,tn_kg_km2_,tp_kg_km2_,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85preci,ABSprecip,NAME
812,3800,WV10702,39.11833,-81.74,OHIO RIVER,NR,1968,47,50,55900,229200,229200,36.017054,0,0,25.75274987,0.515054997,0,101916.1065,2829.662921,0.115912459,282713616,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,4.21,3.16,22.86,27.95,5.09,70,Western Allegheny Plateau,1104.79,1184.52,79.73,Ohio
813,3801,WV10924,37.59167,-81.82167,GUYANDOT RIVER,CROF,1976,39,265,232400,203700,34300,2.428116,27.91026593,5.052707413,339.4992206,1.281129134,713.591,1398.5946,576,5.885246658,42308364,NA,5.07E+12,13547,1.42,3,0.4,0,0,0.7,0,0.1,78.3,3.5,12.8,0,0,1.6,1,0,1.7,51,7,76,382,19,12,27,0,2,1,3,35,66,3,3,0,0,0,0,0.78806,0.76874,7.88,3.88,4,22.63,27.55,4.93,69,Central Appalachians,1225.78,1305.03,79.25,Ohio
814,41,AL05901,34.39667,-87.98833,Bear Creek,CRSO,1969,46,62,39100,39700,2550,1.2949952,108.9525286,27.00835453,124.0622152,2.001003471,351.58,598.28769,462,2.944869508,3145374,176.8,6.03E+12,16836,1.31,2,2.2,0,0.2,0.3,0,0.3,36.5,12.5,21.1,0,0,17.1,8,0,1.5,100,12,137,1121,51,5,7,33,7,29,71,13,14,1,1,0,0,0,0,0.7737,0.45191,11.51,3.66,7.85,25.84,30.83,4.99,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
815,42,AL05902,34.545,-87.975,Cedar Creek,CRO,1979,36,92,34500,105740,29900,8.3770002,108.9525286,10.61910566,51.08200834,0.555239221,351.58,463.60821,55.34299517,0.476742977,36881052,176.8,6.03E+12,16836,1.31,2,3.3,0.2,0.3,0.6,0,0.5,41.8,12.7,21,0,0,11.4,4,0,4.5,94,24,130,638,29,6,7,21,5,22,60,19,22,4,6,0,0,0,0,0.72875,0.21483,11.54,3.68,7.86,25.87,30.87,5,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
816,43,AL05903,34.455,-87.982,Little Bear Creek,CRSO,1975,40,79,18700,41400,21100,3.8849856,0,0,43.124901,0.545884823,0,157.98939,40.66666667,0.591008882,26026428,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,3.67,7.86,25.85,30.85,5,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
817,44,AL07701,34.79833,-87.38167,Tennessee River,NHR,1936,79,68,665000,1069000,720000,183.929787,0,0,23.52029804,0.345886736,0,76637.8041,416.6688669,0.046846526,888105600,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,3.67,7.98,25.98,30.94,4.96,71,Interior Plateau,1289.56,1353.93,64.38,Tennessee
818,45,AL07702,34.795,-87.625,Tennessee River,HCNSR,1924,91,103,671000,640200,587000,60.7029,229.4070107,8.306094297,42.67990202,0.414367981,322.517,79642.1925,1312,0.147971916,724052760,154.8,6.03E+12,17289,1.26,2,0.8,3.9,0.1,0.1,0,0.2,26.7,5,13.4,0,0,26.2,23,0,0.5,91,27,126,1054,131,3,3,49,23,23,65,7,8,0,0,0,0,0,0,0.8571,0.53255,11.9,3.69,8.21,26.21,31.21,5,71,Interior Plateau,1289.56,1353.93,64.38,Tennessee
819,46,AL09301,34.27167,-87.695,Bear Creek,CRO,1978,37,79,42000,36600,19300,4.451546,0,0,33.27265089,0.421172796,0,282.30891,63.41818182,0.4259833,23806164,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.62,7.92,25.73,30.68,4.95,68,Southwestern Appalachians,1438.69,1485.93,47.24,Tennessee
820,47,AL09501,34.42167,-86.39333,Tennessee River,NCHR,1939,76,78,650000,1049000,886000,284.089572,1007.667724,16.86493195,14.94298564,0.191576739,304.61,63325.2555,222.9059829,0.02394806,1092863280,169.5,6.03E+12,16663,1.23,2,0.3,6.5,0.3,0.7,0,0.8,25.9,7.4,15.7,0,0,28.4,13,0,0.6,100,24,137,1057,137,8,7,34,12,33,73,8,8,0,0,0,0,0,0,0.86254,0.53495,11.75,3.55,8.2,25.76,30.58,4.82,68,Southwestern Appalachians,1438.69,1485.93,47.24,Tennessee
821,796,GA11101,34.881,-84.28,Toccoa River,R,1930,85,160,88600,195900,12000,2.57380296,96.69874273,17.00309849,308.0181608,1.925113505,537.109,600.87768,233.4591195,5.18620021,14801760,NA,6.02E+12,17186,1.58,2,0.1,0.1,0,0,0,0,59.8,16.1,21.6,0,0,1.9,0,0,0.4,159,18,211,64,28,0,4,29,4,28,23,18,67,0,1,0,0,0,0,0.69115,0.17452,10.15,3.53,6.62,23.41,28.05,4.64,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
822,797,GA29101,34.958,-84.092,Nottely River,R,1942,73,183,49500,174300,57160,6.3131016,136.1370588,15.28445176,111.7305127,0.61054925,553.665,554.25786,87.79487179,1.201188057,70505717,NA,6.02E+12,17166,1.6,2,1.5,0.1,0.1,0.2,0,0.3,60.5,10.2,18.8,0,0,6.9,1,0,0.5,145,16,191,740,29,5,11,23,10,11,41,25,37,1,1,0,0,0,0,0.73984,0.25733,9.76,3.54,6.22,22.91,27.54,4.63,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
823,2054,NC00181,35.17,-84.295,Hiwassee River,H,1943,72,122,156600,57800,49000,4.451546,46.75517057,6.251282194,52.54533392,0.430699458,2260.15,2636.60982,592.2909091,0.672727725,60440520,NA,6.02E+12,17167,2.22,3,2.1,0.1,0.1,0.3,0,0.2,62,9.8,19,0,0,5.4,1,0,0.3,148,16,194,722,25,5,10,17,9,10,39,28,42,0,1,0,0,0,0,0.76687,0.264,10.14,3.57,6.57,23.6,28.29,4.69,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
824,2060,NC00288,35.659,-82.348,North Fork Swannanoa River,N,1954,61,123,27000,21700,17600,1.35165124,7.002888086,1.699181431,64.96991073,0.528210656,59.9935,33317.63136,24649.58084,1.509525833,21709248,NA,6.01E+12,16153,0.78,1,1.8,0.1,0.6,2.7,0,0.6,50.9,16.3,25.1,0,0,1.1,0,0,0.4,111,12,159,317,20,29,32,5,5,2,9,28,53,0,0,0,0,0,0,0.54312,0.08697,7.96,3.59,4.36,20.87,25.55,4.69,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
825,2061,NC00298,35.45333,-83.805,Little Tennessee River,S,1944,71,463,158000,1443000,497000,18.1299328,311.1639905,20.61513231,322.0974748,0.695674892,1631.67,4068.87429,224.4285714,2.043383236,613039560,NA,6.01E+12,17198,1.97,3,0.5,0.1,0.5,0.3,0,0.2,68.4,8.2,16.3,0,0,4.1,1,0,0.2,179,18,223,933,42,4,10,12,12,5,23,34,54,0,1,0,0,0,0,0.70635,0.16061,9.17,3.59,5.58,21.88,26.58,4.7,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
826,2066,NC00336,35.2414,-83.0724,E FK TUCKASEGEE R,H,1954,61,0,181000,34600,34600,1.772144388,25.16332774,5.332285735,79.01220435,0,305.573,194.24925,109.6125583,1.603264696,42678408,NA,6.01E+12,16337,1.23,2,1.3,0.1,0,0,0,0,56.1,16.9,23.6,0,0,1.3,1,0,0,245,21,296,1039,23,1,4,2,4,2,8,42,84,0,0,0,0,0,0,0.64035,0.12421,8.07,3.55,4.52,20.7,25.33,4.63,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
827,2067,NC00338,35.196,-83.152,Tuckasegee River,H,1941,74,140,0,70800,59000,5.624407208,44.21917867,5.259775221,50.94172944,0.363869496,83.3381,NA,NA,0.580224296,72775320,NA,6.01E+12,16336,0.9,1,3,0.4,0,0.2,0,0.2,46.4,18.4,26.8,0,0,3,2,0,0,266,26,321,754,11,3,9,5,7,4,16,38,68,0,0,0,0,0,0,0.52916,0.04892,7.99,3.54,4.44,20.2,24.84,4.64,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
828,2068,NC00371,35.1992,-83.6538,NANTAHALA R,CHNR,1942,73,250,54800,126000,126000,6.4952103,33.97078598,3.760138811,78.50449268,0.314017971,334.841,279.71892,43.06542056,0.832067398,155418480,918.4,6.01E+12,17195,1.29,2,2,0,0,0,0,0.1,83,2.6,12,0,0,0.2,0,0,0.1,216,20,273,1048,17,1,6,1,1,0,1,43,92,0,1,0,0,0,0,0.6364,0.09964,8.11,3.56,4.55,20.25,24.9,4.65,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
829,2070,NC00378,35.1962,-83.1525,W FK TUCKASEGEE R,H,1941,74,150,61400,67100,67100,5.624407208,44.21917867,5.259775221,48.27952041,0.321863469,83.3381,95.82963,17.03817687,0.549901839,82766508,NA,6.01E+12,16336,0.9,1,3,0.4,0,0.2,0,0.2,46.4,18.4,26.8,0,0,3,2,0,0,266,26,321,754,11,3,9,5,7,4,16,38,68,0,0,0,0,0,0,0.52916,0.04892,7.99,3.54,4.45,20.21,24.84,4.64,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
830,2072,NC00391,35.018,-83.791,Hiwassee River,S,1942,73,132,39000,240500,117500,15.9041598,182.5849988,12.91530358,61.19578827,0.463604457,104.511,489.50811,30.77862595,0.414502134,144933900,NA,6.02E+12,17188,0.99,1,4.9,0,0.2,0.1,0,0,73.9,3.5,10.7,0,0,5.8,1,0,0,210,20,267,798,51,3,5,13,7,13,46,30,42,0,0,0,0,0,0,0.59203,0.08451,9.5,3.53,5.97,22.54,27.16,4.62,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
831,2073,NC00392,35.37722,-83.87666,CHEOAH R,H,1928,87,214,152000,207000,160000,12.15676744,118.8785252,9.618099052,68.90796431,0.321549064,250.711,455.83824,37.49667111,0.533852117,197356800,591.3,6.01E+12,17219,1.12,2,0.6,0,0.1,0.3,0,0.6,72.6,7.6,14.9,0,0,2.9,0,0,0,184,17,242,959,41,6,15,10,14,5,19,33,52,0,0,0,0,0,0,0.68111,0.13246,9.37,3.58,5.79,22.11,26.8,4.68,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
832,2074,NC00393,35.4484,-83.9366,LITTLE TENNESSEE R,H,1919,96,236,225200,712,666,8.36485962,33.39397336,3.257119248,0.34445978,0.001459575,3685.79,4164.70392,497.8809869,0.003217139,821498,388.9,6.01E+12,16382,2.09,4,1,0.1,0.3,0.3,0,0.3,66.9,10.5,17.3,0,0,2.4,1,0,0.3,162,17,203,738,26,5,11,8,8,4,15,37,65,1,1,0,0,0,0,0.74511,0.21753,9.66,3.59,6.08,22.2,26.91,4.71,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
833,2076,NC00419,35.152,-84.178,Hiwassee River,CHR,1940,75,254,130000,434000,422000,25.2119378,248.2104511,13.9447856,69.66276142,0.27426284,1220.77,2507.11032,99.44141252,0.374764267,520528560,NA,6.02E+12,16560,1.76,3,1.8,0.1,0.1,0.3,0,0.2,65.9,7.4,17.4,0,0,5.7,1,0,0.2,155,17,201,790,40,5,10,17,9,12,43,28,38,0,0,0,0,0,0,0.75003,0.25985,9.9,3.56,6.34,23.28,27.95,4.67,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
834,2121,NC05747,35.453,-83.805,Little Tennessee River,C,1944,71,0,0,0,0,35.21049971,311.1639905,14.79272315,0,0,1631.67,NA,NA,0,0,NA,6.01E+12,17198,1.97,3,0.5,0.1,0.5,0.3,0,0.2,68.4,8.2,16.3,0,0,4.1,1,0,0.2,179,18,223,933,42,4,10,12,12,5,23,34,54,0,1,0,0,0,0,0.70635,0.16061,9.16,3.59,5.57,21.87,26.57,4.7,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
835,2124,NC83004,35.2165,-83.6803,DICKS CREEK,R,1942,73,0,820,126000,126000,6.4952103,0,0,78.50449268,0,0,-253.81902,-39.07788162,0.832067398,155418480,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,3.56,5.01,20.84,25.5,4.66,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
836,2125,NC83005,35.1996,-83.6515,NANTAHALA R,S,1942,73,45,54800,126000,126000,6.4952103,33.97078598,3.760138811,78.50449268,1.744544282,334.841,-253.81902,-39.07788162,0.832067398,155418480,918.4,6.01E+12,17195,1.29,2,2,0,0,0,0,0.1,83,2.6,12,0,0,0.2,0,0,0.1,216,20,273,1048,17,1,6,1,1,0,1,43,92,0,1,0,0,0,0,0.6364,0.09964,8.05,3.56,4.5,20.17,24.82,4.65,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
837,3063,TN00904,35.547,-84.0501,LITTLE TENNESSEE R,CHRSN,1957,58,85,495000,49251,49251,7.06986442,39.92709237,4.236010549,28.19169258,0.330113496,5019.93,5120.41023,724.2587293,0.286402109,60750123,266.4,6.01E+12,16373,2.34,4,1.1,0.1,0.2,0.3,0,0.2,64.5,13,17.5,0,0,2.2,1,0,0.2,155,16,197,730,24,4,10,7,7,3,14,37,68,0,1,0,0,0,0,0.75764,0.22675,10.31,3.6,6.71,23.93,28.65,4.72,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
838,3064,TN00906,35.49222,-83.97945,LITTLE TENNESSEE R,CHRSN,1930,85,229,375000,43500,41100,2.5495218,27.73447609,4.899880547,69.04746054,0.300991545,4383.96,4807.02144,1885.460317,1.168097108,50696028,331,6.01E+12,16374,2.23,4,1.1,0.1,0.2,0.3,0,0.2,66.6,11,17.3,0,0,2.2,1,0,0.2,157,17,199,736,25,4,11,7,8,3,14,37,67,0,1,0,0,0,0,0.75222,0.2227,10.04,3.59,6.45,22.76,27.48,4.71,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
839,3065,TN01302,36.22333,-84.09167,Clinch River,O,1936,79,238,210000,2552000,630000,60.298214,356.1149318,12.93697833,171.2747746,0.71964191,1317.05,7542.05088,125.0791946,0.595801762,777092400,310.9,6.01E+12,17113,1.82,3,0.3,0.1,0,0.7,0,0.3,62.4,8.4,8.9,0,0,16.5,1,0,1.1,62,9,90,729,66,7,9,22,25,18,44,19,21,1,0,0,0,0,0,0.65637,0.12792,9.34,3.7,5.64,23.93,28.74,4.82,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
840,3066,TN01903,36.323,-82.118,Watauga River,O,1948,67,308,73500,677000,568700,26.0213098,167.7876038,9.278765232,105.2874721,0.341842442,691.87,1212.11532,46.58164852,0.557535756,701480076,NA,6.01E+12,16081,1.4,3,1.9,0.1,0.2,0.9,0,0.5,49.6,14.4,21.6,0,0,7.9,2,0,0.4,83,11,119,440,19,11,17,19,22,8,27,25,34,0,0,0,0,0,0,0.59863,0.08959,8.01,3.67,4.34,21.38,26.14,4.76,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
841,3069,TN03107,35.465,-86.24667,Duck River,CHR,1976,39,93,69000,126100,65600,10.0766814,109.8077632,9.758187807,50.64245402,0.544542516,449.018,505.04805,50.12048193,0.430939776,80916288,NA,6.04E+12,16934,1.46,1,2.2,3.5,0.9,1.2,0,1.3,51,2.1,4.5,0,0,20.9,12,0,0.3,123,36,176,920,49,10,12,47,22,14,50,9,15,0,0,0,0,0,0,0.69601,0.29141,10.46,3.68,6.78,24.72,29.63,4.91,71,Interior Plateau,1289.56,1353.93,64.38,Tennessee
842,3071,TN03504,35.8625,-85.06667,BASSES CREEK,HNR,1959,56,61,0,16000,12300,2.5495218,17.85581885,3.154607253,25.39676709,0.417709985,37.6929,11.4477558,4.49015873,0.429644913,15171804,1862,6.01E+12,16484,0.64,1,3.6,2.2,0.2,0.8,0,0.6,61.6,2.8,9.4,0,0,16.9,2,0,0.2,145,13,211,1088,47,7,19,24,23,13,36,18,22,0,0,0,0,0,0,0.6588,0.27457,8.82,3.68,5.14,22.97,27.79,4.83,68,Southwestern Appalachians,1438.69,1485.93,47.24,Tennessee
843,3076,TN05903,36.065,-82.863,Nolichucky River,CRH,1913,102,74,105000,2003,1507,1.54994738,0,0,5.229753007,0.070672338,0,3063.95817,1976.814621,0.113470588,1858854,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,3.64,5.7,23.56,28.32,4.76,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
844,3077,TN06504,35.10333,-85.23,Tennessee River,HNCR,1940,75,84,685000,73900,628000,103.599616,791.745815,21.94328252,24.53119368,0.29203802,34738.7,53845.8921,519.75,0.065102882,774625440,208.2,6.02E+12,16505,4.27,5,1.7,0.2,0.7,1.7,0,0.8,46.8,13.9,18.2,0,0,13,2,0,0.5,88,12,123,205,21,12,18,21,15,14,41,20,26,1,1,0,0,0,0,0.84614,0.42772,11.07,3.59,7.48,25.52,30.25,4.73,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
845,3078,TN07101,35.07,-88.25,Tennessee River,CHR,1938,77,91,900000,1105000,688000,146.901018,520.3024731,12.10983926,30.44070147,0.334513203,54489.3,85003.4718,578.6446281,0.067842658,848634240,NA,6.03E+12,17335,4.91,5,2.2,1,0.6,1.5,0,0.8,43.6,11.4,16.7,0,0,14.9,6,0,0.7,95,15,133,616,35,11,14,31,18,16,50,15,18,1,1,0,0,0,0,0.89809,0.57028,11.52,3.77,7.76,26.02,31.11,5.09,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
846,3079,TN07305,36.382,-82.967,Holston River,R,1954,61,44,229000,5500,0,27.6400538,761.0794134,40.83714987,0.805269015,0.018095933,2733.91,NA,NA,0.004137444,0,NA,6.01E+12,16040,1.87,4,1.3,0.2,0.7,3.6,0,1.5,45.2,13.3,14.8,0,0,16.7,2,0,0.3,76,10,111,597,39,24,29,23,19,14,37,14,15,0,0,0,0,0,0,0.66309,0.1413,9.81,3.69,6.12,24.01,28.82,4.81,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
847,3080,TN07705,35.66,-88.42,Beech River,FO,1963,52,40,6000,15500,11070,3.54909622,25.89615097,3.877673356,17.67384768,0.441846192,0,40.7664426,11.48643101,0.253415295,13654624,NA,6.04E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,3.87,6.86,26.03,31.22,5.2,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
848,3081,TN07706,35.568,-88.414,Piney Creek,NCHR,1964,51,36,2200,7620,5040,1.88583676,17.89871892,3.676755838,16.35189379,0.454219272,0,19.683924,10.43776824,0.321644857,6216739,NA,6.04E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,3.85,6.87,25.83,31.01,5.18,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
849,3082,TN07710,35.678,-88.283,Browns Creek,CHNR,1964,51,42,6900,12700,9400,2.68306818,38.22618316,6.58324432,19.15531047,0.456078821,0,29.8366848,11.12036199,0.315888594,11594712,NA,6.04E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,3.86,6.74,25.82,30.99,5.17,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
850,3083,TN07712,35.695,-88.241,Big Creek,S,1965,50,33,3950,7100,5510,1.80894642,12.77584685,2.679610905,15.88363244,0.481322195,29.4837,13.0535496,7.216107383,0.319005066,6796475,135.3,6.04E+12,16850,0.57,1,4.4,1,0,0,0,0,44.4,7.2,8,0,0,23.2,12,0,0,94,23,139,897,52,2,4,57,33,7,36,12,27,0,0,0,0,0,0,0.82106,0.58768,10.54,3.86,6.68,25.71,30.87,5.16,65,Southeastern Plains,1354.02,1363.28,9.26,Tennessee
851,3084,TN08903,36.16667,-83.49834,Holston River,CRS,1941,74,168,256000,1541000,393000,50.0191896,761.0794134,30.35683851,124.6760892,0.742119578,2733.91,8878.48572,177.5016181,0.476184712,484757640,NA,6.01E+12,16040,1.87,4,1.3,0.2,0.7,3.6,0,1.5,45.2,13.3,14.8,0,0,16.7,2,0,0.3,76,10,111,597,39,24,29,23,19,14,37,14,15,0,0,0,0,0,0,0.66309,0.1413,9.74,3.69,6.05,24.22,29.02,4.8,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
852,3086,TN10501,35.79167,-84.24333,Tennessee River,CR,1943,72,98,390000,393000,282000,49.371692,1301.999727,52.27171858,32.2130408,0.328704498,18999.5,24734.4045,500.9836066,0.123837826,347841360,247.8,6.01E+12,16271,3.49,5,1.5,0.2,0.8,2.2,0,1,43.6,15.1,19.1,0,0,13.4,2,0,0.3,84,11,115,554,25,15,23,22,17,12,36,20,24,0,0,0,0,0,0,0.80628,0.31721,10.2,3.66,6.55,25.01,29.78,4.77,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
853,3087,TN10502,35.885,-84.3,Clinch River,CR,1963,52,69,118000,126000,94100,18.4941502,326.4552232,21.41417377,27.57105268,0.399580474,56.75,8658.33657,468.166302,0.173179611,116070468,NA,6.01E+12,16456,0.76,1,1.3,0,2.8,2.7,0,1.3,28,18.9,25.6,0,0,15.7,2,0,1.3,134,12,198,1069,68,31,55,15,8,9,21,14,15,1,0,0,0,0,0,0.76708,0.30613,10.06,3.67,6.39,24.78,29.56,4.78,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
854,3088,TN10506,35.779,-84.262,Little Tennessee River,CHNR,1979,36,96,126000,447300,126000,57.465412,486.9275534,18.11990762,31.49992769,0.328124247,5573.48,6803.90373,118.4,0.112244972,155418480,248.1,6.01E+12,16355,2.43,4,1.7,0.1,0.2,0.3,0,0.2,56.4,15.6,18.5,0,0,5.2,1,0,0.3,139,15,182,738,24,4,10,13,11,6,27,32,51,0,1,0,0,0,0,0.77194,0.23792,10.19,3.65,6.54,24.97,29.73,4.77,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
855,3090,TN11502,35.00167,-85.62167,Tennessee River,NCHR,1967,48,74,500000,251600,220100,40.1853198,131.184638,5.837732061,25.33730336,0.342395991,36612.7,56643.0813,1409.546828,0.107966067,271488948,193.2,6.02E+12,16488,4.34,5,1.7,0.2,0.7,1.9,0,0.8,46.4,13.8,18.5,0,0,12.9,2,0,0.5,90,12,126,222,24,14,21,20,13,14,40,20,25,1,1,0,0,0,0,0.85021,0.42919,10.48,3.58,6.91,24.7,29.45,4.76,68,Southwestern Appalachians,1438.69,1485.93,47.24,Tennessee
856,3091,TN12102,35.62,-84.78333,Tennessee River,NHR,1942,73,85,560000,1175000,796000,132.332322,1301.999727,31.9280811,35.93263922,0.422736932,18999.5,44832.7269,338.7889908,0.084375577,981850080,247.8,6.01E+12,16271,3.49,5,1.5,0.2,0.8,2.2,0,1,43.6,15.1,19.1,0,0,13.4,2,0,0.3,84,11,115,554,25,15,23,22,17,12,36,20,24,0,0,0,0,0,0,0.80628,0.31721,9.88,3.65,6.24,24.58,29.37,4.78,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
857,3093,TN13903,35.047,-84.46,Ocoee River,ND,1942,73,95,117000,2870,2870,1.9424928,34.74255984,7.031969793,5.97915294,0.062938452,1256.22,1274.27508,656,0.115883221,3540088,NA,6.02E+12,17156,1.78,3,1.1,0,0.1,0.2,0,0.1,55.7,16.5,21.9,0,0,2.9,0,0,1.2,147,16,196,50,31,3,11,21,5,20,30,23,52,1,2,0,0,0,0,0.78154,0.3126,10.11,3.55,6.56,23.69,28.36,4.67,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
858,3094,TN13905,35.095,-84.64833,Ocoee River,NHR,1911,104,117,20000,85200,85200,7.6485654,68.05672175,6.941861178,45.07926159,0.385292834,1337.8,1541.04405,201.4814815,0.440298701,105092496,NA,6.02E+12,16586,1.83,3,1.4,0,0.1,0.1,0,0.1,52.9,18.4,22.7,0,0,2.7,0,0,1.2,146,16,196,49,28,3,10,20,5,20,30,24,53,1,2,0,0,0,0,0.80821,0.36921,10.38,3.56,6.82,24.5,29.19,4.69,66,Blue Ridge,1405.37,1492.54,87.17,Tennessee
859,3095,TN15501,35.959,-83.53833,French Broad River,NCHR,1943,72,147,313000,1461000,210000,42.896716,772.5647332,33.27497574,137.8298723,0.937618179,4569.6,11761.14459,274.1735849,0.568449559,259030800,304.8,6.01E+12,16226,2.26,4,0.4,0.2,1.1,3.7,0,1.2,43,17.1,24.3,0,0,6.6,2,0,0.2,92,11,125,743,91,15,27,29,16,10,30,19,27,0,0,0,0,0,0,0.71577,0.17339,9.9,3.64,6.25,24.41,29.17,4.76,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
860,3097,TN16305,36.523,-82.085,South Fork Holston River,CHR,1950,65,275,73000,764000,657500,30.6751988,276.2950411,14.07259822,100.7913253,0.36651391,970.754,1820.76297,59.35620053,0.491575315,811013100,NA,6.01E+12,17075,1.61,3,1.2,0.1,0.1,1.6,0,1,50,13,9.2,0,0,22.3,1,0,0.2,66,9,96,520,32,12,12,27,23,20,48,16,16,0,0,0,0,0,0,0.53587,0.04376,8.38,3.7,4.68,22.24,27.04,4.8,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
861,3098,TN16306,36.44,-82.43833,South Fork Holston River,CHR,1952,63,153,140830,193500,189100,6.26049242,84.84707257,9.56593679,125.0805144,0.817519702,1279.46,4765.5816,761.2152553,1.350348961,233251068,NA,6.01E+12,17083,1.8,3,1.4,0.1,0.6,3,0,1.1,46.6,14.4,20.8,0,0,9.1,2,0,0.4,87,11,125,572,44,25,33,20,18,9,28,18,21,0,0,0,0,0,0,0.61944,0.09181,9.35,3.7,5.65,23.62,28.44,4.82,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
862,3099,TN16307,36.5,-82.50833,South Fork Holston River,CHNR,1953,62,83,141000,26900,26900,3.26986288,44.81655192,6.991470998,33.29200278,0.401108467,2593.3,4928.75097,1507.326733,0.497319805,33180612,NA,6.01E+12,16043,1.83,4,1.4,0.2,0.6,3.3,0,1.3,45.6,13.5,14.9,0,0,16.6,2,0,0.3,77,10,111,577,35,23,27,24,20,14,38,15,15,0,0,0,0,0,0,0.64073,0.1113,9.48,3.71,5.77,23.76,28.59,4.82,67,Ridge and Valley,1175.45,1253.37,77.91,Tennessee
