,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
2167,ND00373,46.19563,-99.46332,PUDWILL LAKE-TR,R,1973,42,NA,1802,8622,5436,3.66645516,22.06409522,3.250557294,9.516534444,NA,NA,132.08949,36.02649007,0.134250601,6705197.28,NA,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87,5.88,-6.75,19.87,25.31,5.45,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2168,ND00399,46.00667,-97.375,WILD RICE RIVER,F,1966,49,12,NA,2355,1147,1.1331208,15.06351897,3.991932821,8.410694977,0.700891248,13.2152,1582.48389,1396.571429,0.213429467,1414801.56,NA,9.02E+12,37915,0.41,1,0.6,8.7,0,0.1,0,0.1,3.6,0,0,0,12,24.3,50.6,0,0,2,1,5,105,2,1,2,73,47,13,43,1,1,0,0,0,0,1,7,0,0,-0.36,6.05,-6.41,21.05,26.49,5.44,46,Northern Glaciated Plains,541.32,577.81,36.49
2169,ND00409,47.55847,-97.63525,BEAVER CREEK,R,1957,58,NA,NA,5000,5000,1.3354638,5.915792345,1.444081659,15.15148037,NA,NA,NA,NA,0.354160083,6167400,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63,6.4,-8.02,20.07,25.54,5.48,46,Northern Glaciated Plains,541.32,577.81,36.49
2170,ND00410,47.60923,-97.62917,BEAVER CREEK,RF,1957,58,NA,NA,2950,2950,1.26666718,8.638656195,2.16525885,9.424898491,NA,NA,0.6474975,0.511182109,0.226206992,3638766,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67,6.41,-8.08,20.03,25.5,5.48,46,Northern Glaciated Plains,541.32,577.81,36.49
2171,ND00418,47.185,-100.0017,MISSOURI RIVER-OS,C,1938,77,NA,NA,4500,3000,1.4366353,7.44903145,1.753159512,12.67602724,NA,NA,25.8999,18.02816901,0.285673858,3700440,NA,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.39,6.05,-7.45,19.76,25.22,5.47,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2172,ND00453,48.22667,-99.47583,LITTLE COULEE-TR,C,1973,42,NA,NA,NA,1425,2.3067102,NA,NA,2.499994261,NA,NA,18.388929,7.971929825,0.044463444,1757709,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31,6.41,-8.73,19.19,24.69,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2173,ND00526,47.20833,-100.9617,PAINTED WOODS,R,1988,27,NA,NA,910,910,2.05175802,NA,NA,1.794867674,NA,NA,738.14715,359.7633136,0.033847763,1122466.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27,5.94,-6.21,20.33,25.79,5.46,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2174,ND00535,48.86874,-99.7468,OX CREEK,FR,1930,85,NA,NA,3500,3500,2.9137392,21.65279365,3.578355545,4.861099952,NA,NA,NA,NA,0.076925409,4317180,NA,9.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04,6.54,-9.57,17.88,23.39,5.51,46,Northern Glaciated Plains,541.32,577.81,36.49
2175,ND00537,48.9161,-100.1635,WILLOW CREEK,RF,1930,85,NA,NA,1000,1000,4.04686,17.14008066,2.403525103,0.999997704,NA,NA,116.54955,28.8,0.013427666,1233480,NA,9.01E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.18,6.5,-9.68,17.77,23.27,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2176,ND00550,47.6791,-100.136,Sheyenne River,C,1936,79,NA,776,8775,4668,4.70245132,16.0974415,2.094062272,7.551617776,NA,19.6416,1.0100961,0.214802065,0.09406725,5757884.64,NA,9.02E+12,37547,0.48,1,1,5.8,0,0.1,0,0.2,0.8,0,0,0,39,0.6,52.6,0,0,4,2,5,111,17,3,2,69,48,7,17,0,0,0,0,0,0,9,33,0,0,-1.05,6.18,-7.23,20.1,25.59,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2177,ND00613,47.975,-97.28333,KELLYS SLOUGH,C,1995,20,NA,857,3450,1228,1.63088458,21.22518473,4.688509029,8.560774392,NA,2.6983,51.7998,31.7617866,0.181076479,1514713.44,NA,NA,37643,0.28,1,2.9,12.6,6.9,1.3,0.7,3.9,0.1,0,0,0,0,2,69.7,0,0,3,1,8,835,124,41,34,53,63,1,3,0,0,0,0,0,0,0,0,0,0,-1.7,6.54,-8.25,20.01,25.47,5.47,48,Lake Agassiz Plain,562.02,600.24,38.23
2178,ND00732,48.39457,-99.47833,HURRICANE LAKE-TR,CF,1977,38,NA,NA,NA,3781.5,7.710077672,29.8689404,3.034487347,1.984826432,NA,NA,295.25886,38.29519211,0.019308732,4664404.62,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63,6.46,-9.09,19.09,24.6,5.5,46,Northern Glaciated Plains,541.32,577.81,36.49
2179,ND00802,46.72346,-98.13657,SPRING CREEK,CF,1936,79,NA,NA,2960,826,1.0724179,9.821913245,2.675524658,11.16978568,NA,NA,18.7515276,17.48528302,0.291355631,1018854.48,NA,9.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.81,6.17,-6.97,20.41,25.87,5.47,46,Northern Glaciated Plains,541.32,577.81,36.49
2180,ND00824,45.93807,-98.15063,James-TR,CF,1998,17,NA,NA,3738,1809,2.27838218,19.94248267,3.727012308,6.639416374,NA,NA,15.3845406,6.752397869,0.118816627,2231365.32,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41,5.98,-6.38,21,26.45,5.45,46,Northern Glaciated Plains,541.32,577.81,36.49
2181,ND00846,48.35627,-99.12206,MAUVAIS COULEE,C,1997,18,NA,NA,2752,175,1.18977684,55.56759686,14.37089284,9.360522729,NA,96.3912,4.1957838,3.526530612,0.231807749,215859,NA,NA,37530,0.58,3,0.9,6.8,0.1,0.1,0,0.3,1.8,0,0,0,27.1,1.6,61.1,0,0.1,1,1,3,147,6,1,1,80,67,4,13,0,0,0,0,0,0,4,18,0,0,-2.65,6.48,-9.14,19.11,24.6,5.49,46,Northern Glaciated Plains,541.32,577.81,36.49
2182,ND00982,46.692,-100.282,Long Lake Creek-TR,C,1943,72,NA,4875,14014,5724,6.34952334,31.74364304,3.553702731,8.931783192,NA,NA,3859.0851,607.7756533,0.09574767,7060439.52,NA,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,5.9,-6.05,20.97,26.45,5.48,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2183,NE00102,40.92278,-95.86997,ROCK CREEK,R,1973,42,96,120,12760,8534,1.23833916,15.90600961,4.032146734,41.69925068,0.434367195,NA,29.007888,23.4248366,1.012206334,10526518.32,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,4.95,-0.03,23.99,29.41,5.41,47,Western Corn Belt Plains,826.1,873.55,47.45
2184,NE00628,42.8088,-98.65656,NIOBRARA RIVER,H,1927,88,26,20000,16487,5306,3.49648704,11.00015179,1.659501341,19.08213212,0.733928158,1418.86,28671.1893,8200,0.275658596,6544844.88,1504,1.02E+13,27459,1.44,4,1,3.4,0,0,0,0.1,1.1,0.8,0.1,0.1,79.9,4.1,9.2,0,0.1,2,1,4,74,6,1,2,54,14,4,14,1,2,0,0,0,0,16,69,0.77327,0.7861,3.39,5.11,-1.72,23.02,28.45,5.43,42,Northwestern Glaciated Plains,404.37,439.63,35.26
2185,NE00703,40.46838,-98.13235,BIG SANDY CREEK,O,1982,33,36,9200,10700,1610,1.01576186,NA,NA,42.62938421,1.184149561,NA,109.297578,107.6015936,1.142546045,1985902.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,4.74,-0.06,23.48,28.81,5.33,27,Central Great Plains,690.85,692.84,1.99
2186,NE00749,41.22355,-103.8105,LODGEPOLE CREEK,I,1910,105,43,22107,8428,2678,1.06837104,NA,NA,31.92416914,0.742422538,NA,3561.23625,3333.333333,0.834294062,3303259.44,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,4.46,-0.05,20.85,25.89,5.04,25,High Plains,433.48,434.06,0.59
2187,NE00783,42.41314,-102.4596,PINE CREEK,R,1948,67,14,350,2100,698,1.7199155,NA,NA,4.941165127,0.352940366,NA,116.54955,67.76470588,0.1017739,860969.04,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,4.66,-1.15,21.32,26.58,5.26,44,Nebraska Sand Hills,536.68,558.48,21.8
2188,NE00800,42.77964,-103.3158,WHITE RIVER,I,1922,93,17,NA,14000,10960,3.98211024,13.04355132,1.843886153,14.22760961,0.836918213,NA,4.143984,1.040650407,0.192590963,13518940.8,3482,1.01E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,4.67,-0.53,22.04,27.29,5.24,43,Northwestern Great Plains,393.64,433.23,39.58
2189,NE01031,40.79531,-100.0693,C MIDWAY CANYON COULEE,H,1941,74,51,NA,8971,5652,1.16954254,NA,NA,31.04145123,0.608655906,NA,NA,NA,0.775344318,6971628.96,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,4.65,-0.08,22.94,28.26,5.33,27,Central Great Plains,690.85,692.84,1.99
2190,NE01036,40.95969,-100.4037,TRI-COUNTY CANAL OFF PLATTE R,H,1941,74,60,NA,21115,10871,2.428116,33.33531414,6.034825654,35.19158588,0.586526431,NA,36.25986,14.93333333,0.610049009,13409161.08,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,4.63,-0.16,22.81,28.11,5.3,27,Central Great Plains,690.85,692.84,1.99
2191,NE01047,41.11407,-100.6759,PLATTE RIVER,H,1941,74,13,65000,60,30,5.09094988,NA,NA,0.047694644,0.003668819,NA,152809.41,30015.89825,0.000570993,37004.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18,4.62,-0.44,22.56,27.85,5.29,27,Central Great Plains,690.85,692.84,1.99
2192,NE01051,41.13667,-101.1267,N & S PLATTE,HI,1935,80,NA,NA,65000,50000,12.342923,25.69421335,2.063104409,21.31142649,NA,NA,NA,NA,0.163856666,61674000,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,4.58,-0.1,22.68,27.92,5.24,44,Nebraska Sand Hills,536.68,558.48,21.8
2193,NE01052,41.055,-100.7833,N & S PLATTE,HI,1935,80,NA,NA,19450,16000,6.7582562,21.20224639,2.300697086,11.64667985,NA,NA,NA,NA,0.12101673,19735680,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,4.61,-0.4,22.48,27.75,5.27,44,Nebraska Sand Hills,536.68,558.48,21.8
2194,NE01053,41.49251,-97.34972,LOUP CANAL,H,1937,78,32,NA,4351,4351,3.88903246,15.22056313,2.177232597,4.527565048,0.141486408,NA,NA,NA,0.062016109,5366871.48,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,4.99,-0.82,23.82,29.22,5.4,27,Central Great Plains,690.85,692.84,1.99
2195,NE01056,40.62,-96.58333,HICKMAN BRANCH SALT CREEK,CR,1963,52,43,23210,15050,2600,1.2747609,9.157737235,2.288066814,47.7776681,1.11110856,NA,41.43984,32.50793651,1.143065679,3207048,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,4.88,0.29,24.31,29.69,5.38,47,Western Corn Belt Plains,826.1,873.55,47.45
2196,NE01057,40.84,-96.865,NORTH BRANCH MIDDLE CREEK,CR,1965,50,69,19000,38300,7830,2.98253582,10.82319407,1.767899214,51.96731625,0.753149511,13.2673,93.23964,31.26187246,0.812826882,9658148.4,NA,1.02E+13,23205,0.41,1,2.8,0.3,0,0.2,0,0.3,4.1,0,0.1,0,19,26.8,46.4,0,0,13,2,33,270,6,2,3,71,36,10,49,1,1,0,0,0,0,1,11,0.30006,0.06173,4.95,4.91,0.04,24.36,29.74,5.38,47,Western Corn Belt Plains,826.1,873.55,47.45
2197,NE01058,40.73167,-96.78333,CARDWELL BRANCH SALT CHEEK,CR,1965,50,58,12100,10300,2000,1.14930824,NA,NA,36.26752237,0.62530211,NA,20.71992,18.02816901,0.913819099,2466960,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,4.89,0.15,24.33,29.71,5.38,47,Western Corn Belt Plains,826.1,873.55,47.45
2198,NE01060,40.825,-96.95667,SOUTH BRANCH MIDDLE CREEK,CR,1965,50,42,21000,11750,2850,1.0319493,NA,NA,46.07832559,1.09710299,NA,28.48989,27.60784314,1.225259594,3515418,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,4.89,0.13,24.29,29.66,5.37,47,Western Corn Belt Plains,826.1,873.55,47.45
2199,NE01063,40.97,-96.85333,OAK CREEK,CR,1967,48,77,25200,122283,25994,7.2034108,24.59618,2.585195924,68.6981569,0.892183856,14.4735,230.50911,32,0.691411498,32063079.12,NA,1.02E+13,23200,0.42,1,2.3,1.1,0.1,0.2,0,0.2,2.7,0,0,0,22,21.9,49.3,0,0,12,2,30,565,42,2,3,77,35,8,48,0,1,0,0,0,0,1,13,0.48695,0.44243,4.77,4.92,-0.15,24.17,29.55,5.38,47,Western Corn Belt Plains,826.1,873.55,47.45
2200,NE01064,40.62833,-96.79,OLIVE BRANCH SALT CREEK,CR,1963,52,46,22925,17550,3020,1.3152295,7.124087871,1.752360229,53.99987603,1.173910349,NA,44.02983,33.47692308,1.27189891,3725109.6,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,4.87,0.34,24.34,29.72,5.37,47,Western Corn Belt Plains,826.1,873.55,47.45
2201,NE01066,40.06667,-99.21167,REPUBLICAN,CIR,1952,63,105,485000,825700,327600,55.037296,85.55568842,3.253233509,60.71309592,0.578219961,273.426,19777.16364,359.3411765,0.221062175,404088048,NA,1.03E+13,25767,0.77,5,0.2,0.2,0,0.1,0,0.1,0.4,0.1,0,0,51.4,3.5,43.8,0,0.1,0,0,1,34,1,2,2,79,38,5,30,0,0,0,0,0,0,4,30,0.16091,0.02208,5.15,4.65,0.5,24.12,29.44,5.32,27,Central Great Plains,690.85,692.84,1.99
2202,NE01069,42.44167,-103.0819,NIOBRARA RIVER,IC,1945,70,52,25500,47800,31060,6.474976,20.75817432,2.301256161,29.87493142,0.574517912,28.2568,3263.3874,504,0.317138114,38311888.8,NA,1.02E+13,28369,0.39,3,0.1,0.6,0,0.1,0,0.3,0.2,0.5,0,0.9,91.4,1.2,4.6,0,0.1,1,0,2,11,1,1,0,33,7,2,4,1,1,0,0,0,0,35,88,0.05633,0.02207,4.02,4.62,-0.61,21.45,26.66,5.21,25,High Plains,433.48,434.06,0.59
2203,NE01070,40.4125,-101.5158,FRENCHMAN CREEK,IC,1950,65,93,2.00E+05,80730,44480,6.5761475,22.20459011,2.442597335,49.67988595,0.534192322,86.73,2841.21903,432.0492308,0.523305646,54865190.4,NA,1.03E+13,25754,0.56,3,0.3,0.1,0,0.1,0,0.2,0,0.1,0,0,26.7,2.6,69.6,0,0.3,2,1,3,229,4,1,2,90,53,3,28,0,0,0,0,0,0,1,16,0.03626,0,4.98,4.49,0.49,22.97,28.16,5.19,25,High Plains,433.48,434.06,0.59
2204,NE01071,41.96056,-103.6047,INTERSTATE CANAL,I,1912,103,28,4890,15287,11034,3.04323872,10.38159591,1.678769233,20.32841078,0.726014671,NA,53.094795,17.44680851,0.314771947,13610218.32,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,4.56,-0.16,21.69,26.83,5.13,25,High Plains,433.48,434.06,0.59
2205,NE01073,40.355,-100.2167,MEDICINE CREEK,IC,1948,67,90,97800,194080,35705,7.284348,51.57409447,5.390526183,107.8219747,1.198021941,64.8819,2279.1912,312.8888889,1.079126958,44041403.4,NA,1.03E+13,25760,0.5,3,0,0,0,0,0,0,2.7,0.1,0.8,0,70.6,3.7,22,0,0,2,1,4,167,13,1,1,75,25,4,20,1,1,0,0,0,0,7,52,0.04219,0,5,4.59,0.41,23.55,28.85,5.31,27,Central Great Plains,690.85,692.84,1.99
2206,NE01074,42.63167,-100.8606,SNAKE RIVER,I,1963,52,115,2080,86134,74486,11.76017516,81.66518663,6.717767283,29.63998701,0.257739018,55.9,1553.994,132.1403992,0.233470341,91876991.28,NA,1.02E+13,28364,0.76,1,0.6,15.8,0,0,0,0,0.2,0.1,0,0,83.3,0,0,0,0.1,13,6,23,69,7,0,0,0,0,0,0,0,0,0,0,0,0,45,99,0.38053,0.19539,3.96,4.82,-0.86,21.92,27.28,5.37,44,Nebraska Sand Hills,536.68,558.48,21.8
2207,NE01075,41.915,-103.4742,SUPPLY CANAL,I,1914,101,60,700,62190,58795,4.64174842,16.42298842,2.150335767,54.2195791,0.903659652,NA,19.424925,4.184829991,0.679791838,72522456.6,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,4.55,-0.08,21.88,27.02,5.13,25,High Plains,433.48,434.06,0.59
2208,NE01076,40.33611,-100.6344,RED WILLOW CREEK,ICR,1961,54,97,4910,163415,37776,6.59233494,52.03993281,5.717576525,100.3159146,1.034184686,24.7831,1833.71292,278.1583794,1.055384734,46595940.48,NA,1.03E+13,25757,0.32,1,0.4,0.6,0,0,0,0.1,0.2,0,0,0,59.6,2.2,36.9,0,0.1,3,1,5,72,1,0,1,80,30,4,21,0,1,0,0,0,0,5,47,0.02615,0,5.03,4.55,0.47,23.41,28.67,5.27,27,Central Great Plains,690.85,692.84,1.99
2209,NE01077,41.30343,-98.88096,OAK CREEK,I,1962,53,90,1100,125477,69100,11.60639448,57.07612784,4.726076307,43.75059691,0.486117743,0.8091,95.82963,8.256624826,0.346893308,85233468,NA,1.02E+13,23230,0.28,1,3.8,0.2,0,0.1,0,0.1,5.2,0.2,0,0,44.6,8.6,37.3,0,0,7,2,12,104,9,1,2,84,37,5,35,0,1,0,0,0,0,2,24,0.07093,0.14395,3.96,4.82,-0.86,22.78,28.16,5.38,27,Central Great Plains,690.85,692.84,1.99
2210,NE01078,40.16333,-101.04,REPUBLICAN RIVER,ICR,1952,63,92,133000,354901,112214,40.73973962,33.33531414,1.473297048,35.25381795,0.383193673,1.1,7668.96039,188.2427734,0.149196157,138413724.7,NA,1.03E+13,25740,0.46,1,1.5,0.6,0,0,0,0,0.6,0.2,0,0,49.2,3.8,43.9,0,0,12,2,20,255,20,2,3,77,40,4,20,0,0,0,0,0,0,5,37,0.02031,0,5.29,4.47,0.82,23.87,29.06,5.19,27,Central Great Plains,690.85,692.84,1.99
2211,NE01518,41.33833,-96.055,TR PAPILLION CREEK,C,1974,41,56,18700,14000,3910,1.58636912,12.32122335,2.759602931,35.71420373,0.637753638,10.6218,46.61982,29.3877551,0.76594829,4822906.8,NA,1.02E+13,23656,0.38,1,1.3,0.1,9.7,31,0,16.2,1.8,0,0,0,4.8,8.7,26.5,0,0,16,3,38,2056,224,74,83,21,12,1,4,0,0,0,0,0,0,0,0,0.49552,0.60103,4.58,5.04,-0.46,23.71,29.14,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45
2212,NE01680,40.63638,-99.85312,TR-PLUM CREEK,I,1976,39,96,1885,45991,37956,5.22854312,56.7051707,6.995636037,35.59666751,0.37079862,NA,17.611932,3.368421053,0.420513166,46817966.88,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,4.66,0,22.81,28.14,5.34,27,Central Great Plains,690.85,692.84,1.99
2213,NE02134,42.18044,-97.55473,WILLOW CREEK,C,1983,32,53,39900,30300,6585,3.03109814,28.2268189,4.573585781,40.45384572,0.763280108,15.6629,543.8979,179.4392523,0.627654169,8122465.8,NA,1.02E+13,23406,0.44,1,0.8,2.4,0,0.1,0,0.1,3.5,0.1,0,0,20.7,14.3,57.9,0,0,7,2,19,723,16,1,3,86,33,7,53,0,1,0,0,0,0,1,10,0.3931,0.50825,3.57,5.11,-1.54,23,28.41,5.41,47,Western Corn Belt Plains,826.1,873.55,47.45
2214,NE02185,41.22,-96.16,BOXELDER CREEK,CR,1985,30,85,30000,18282,3472,1.02385558,NA,NA,72.26070368,0.850125926,NA,41.43984,40.4743083,1.929049797,4282642.56,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,5.01,-0.28,23.88,29.29,5.42,47,Western Corn Belt Plains,826.1,873.55,47.45
2215,NE02287,41.83289,-99.21078,CALAMUS RIVER,I,1986,29,85,5540,177623,129979,21.0032034,54.25902536,3.339828069,34.22400621,0.402635367,303.107,2683.22964,127.7533719,0.20171987,160326496.9,NA,1.02E+13,23318,1.23,2,1.9,6.2,0,0,0,0,0.2,0.1,0,0,88.2,0.9,2,0,0.5,10,6,20,89,6,1,1,26,4,2,4,0,0,1,0,0,0,29,92,0.56777,0.66299,3.75,4.87,-1.12,22.63,28.02,5.39,44,Nebraska Sand Hills,536.68,558.48,21.8
2216,NE02585,41.37151,-96.17986,TR-BIG PAPIO CREEK,C,2000,15,76,12290,8855,4520,1.1331208,13.8201559,3.66243333,31.6249274,0.416117466,23.6112,12.690951,11.2,0.802512923,5575329.6,NA,1.02E+13,23657,0.32,2,0.2,0,3.5,7,0,4.2,0.9,0,0,0,2.9,12.5,68.8,0,0,9,2,21,1098,79,35,59,56,20,4,20,0,0,0,0,0,0,0,1,0.51767,0.62032,4.51,5.04,-0.54,23.7,29.13,5.43,47,Western Corn Belt Plains,826.1,873.55,47.45
2217,NE02611,42.42009,-101.4044,MUD CREEK,F,2000,15,8,195,2402,1107,1.1735894,NA,NA,8.282739606,1.035342451,NA,32.374875,27.5862069,0.20652685,1365462.36,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,4.75,-1.15,21.38,26.71,5.33,44,Nebraska Sand Hills,536.68,558.48,21.8
2218,NE82401,42.6,-100.8833,SNAKE RIVER,IRF,1963,52,NA,16080,86100,72900,10.29578504,81.66518663,7.179630878,33.84237769,NA,55.9,1605.7938,155.9661591,0.284899533,89920692,NA,1.02E+13,28364,0.76,1,0.6,15.8,0,0,0,0,0.2,0.1,0,0,83.3,0,0,0,0.1,13,6,23,69,7,0,0,0,0,0,0,0,0,0,0,0,0,45,99,0.38053,0.19539,3.95,4.81,-0.86,21.88,27.25,5.36,44,Nebraska Sand Hills,536.68,558.48,21.8
2219,NE82901,41.41667,-98.75,DAVIS CREEK,I,1989,26,102,240,44918,31158,4.60937354,29.05583157,3.817747912,39.43625714,0.386629972,NA,16.316937,3.539947322,0.496175528,38432769.84,NA,1.02E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,4.85,-0.73,22.92,28.32,5.4,27,Central Great Plains,690.85,692.84,1.99
2220,NE82902,39.9925,-101.5167,FRENCHMAN CREEK,IC,1951,64,18,NA,80730,44480,6.5761475,NA,NA,49.67988595,2.759993664,NA,2841.21903,432.0492308,0.523305646,54865190.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,4.45,1.21,23.87,29.02,5.15,25,High Plains,433.48,434.06,0.59
