FID,UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_,AGGR_ECO9_,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGI,STATE,WGT_ALL,REF_NLA12_,RT_NLA12,RT_NLA12_B,RT_NLA12_Z,CHLX_RESUL,CHLX_UNITS,INDEX_SITE,INDEX_LAT_,INDEX_LON_,COLOR_RESU,COLOR_UNIT,CHLORIDE_R,CHLORIDE_U,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,TROPHIC_ST,BENT_COND,MMI_BENT_N,ZOOP_COND,MMI_ZOOP_N,AMITOTAL,HORIZDD,LitCvrQc3O,LitRipCvrQ,RDis_IX,RVegQc3OE,VERTDD,MICX_RESUL,MICX_UNITS,ATRAZINE_R,ATRAZINE_U,TOTALHG_RE,TOTALHG_UN,METHYLMERC,METHYLME_1,NAME
346,8397,NLA12_MN-180,1,Y,PLNLOW,UMW,45.64690885,4966747,415.35,Region_5,NATURAL,MN,112.8362996, ,S,S,S,18.32,ug/L,7.8,45.85964,-95.55282,22,APHA Pt-Co,8.407,mg/L,1.401,mg/L,40,ug/L,MESOTROPHIC,Poor,39.6,Poor,45.67,0.1575,0,0.466844835,0.453544914,0.486065574,0.474735113,0,0.27,ppb,0.07,ppb,42.64,ng/g,0.64,ng/g,Upper Mississippi
347,8396,NLA12_MN-181,1,Y,PLNLOW,UMW,42.01730969,22328373,443.16,Region_5,NATURAL,MN,150.4082585, ,S,S,S,2.592,ug/L,1.7,47.24353,-95.12886,22,APHA Pt-Co,0.402,mg/L,0.941,mg/L,49,ug/L,MESOTROPHIC,Poor,42,Good,70.17,1.1125,0,1.327579198,1.002792033,0.261904762,0.894025322,0,0,ppb,0.05,ppb,53.37,ng/g,1.2,ng/g,Upper Mississippi
348,7911,NLA12_MO-105,1,Y,EHIGH,SAP,114.987483,5077156,271.02,Region_7,MAN_MADE,MO,27.79480188, ,T,T,T,20,ug/L,6.7,38.09534,-91.45605,21,APHA Pt-Co,6.401,mg/L,0.476,mg/L,42,ug/L,EUTROPHIC,Fair,43.2,Poor,55.52,0.09,0,0.500679958,0.426958866,0.858256881,0.389449845,0,0.12132,ppb,0,ppb,92.9,ng/g,0.21,ng/g,Upper Mississippi
349,6462,NLA12_MO-109,1,Y,PLNLOW,TPL,31.6189063,5039620,230.21,Region_7,MAN_MADE,MO,50.38275521, ,S,S,S,29.4,ug/L,9.5,39.15304,-91.87328,16,APHA Pt-Co,12.149,mg/L,1.068,mg/L,67,ug/L,EUTROPHIC,Good,57.6,Good,52.75,0.05,0,0.514536741,0.797115001,0.645918367,1.005762928,0,0.18076,ppb,0.61,ppb,41.19,ng/g,0.47,ng/g,Upper Mississippi
350,6747,NLA12_MO-117,1,Y,EHIGH,SAP,1.770425006,4637041,285.66,Region_7,MAN_MADE,MO,660.5, ,S,S,S,1.192,ug/L,6.5,37.910573,-90.63011,14,APHA Pt-Co,8.906,mg/L,0.245,mg/L,10,ug/L,OLIGOTROPHIC,Good,51.8,Good,82.28,0.2875,0,0.376605905,0.473138595,0.70915493,0.696903621,0,0.07089,ppb,0,ppb,121.62,ng/g,0.63,ng/g,Upper Mississippi
351,8416,NLA12_MO-120,1,Y,PLNLOW,TPL,4.328028714,2511525,226.45,Region_7,MAN_MADE,MO,299.440943, ,S,S,S,46,ug/L,3.6,38.93877,-91.28237,28,APHA Pt-Co,12.622,mg/L,1.305,mg/L,69,ug/L,EUTROPHIC,Good,55.2,Good,46.5,0.325,7.82,0.02024176,0.117734462,0.639705882,0.18507087,3,0.08907,ppb,1.08,ppb,47.32,ng/g,2.6,ng/g,Upper Mississippi
352,8289,NLA12_MO-122,1,Y,PLNLOW,TPL,5.282882156,5639192,282.99,Region_7,MAN_MADE,MO,299.440943, ,S,S,S,86.4,ug/L,3.6,40.14322,-92.57365,22,APHA Pt-Co,15.415,mg/L,2.289,mg/L,235,ug/L,EUTROPHIC,Good,53,Fair,37.55,0.9,1.1,0.80997403,1.306946721,0.814130435,1.671090738,0.39,3.14703,ppb,1.59,ppb,59.35,ng/g,0.49,ng/g,Upper Mississippi
353,8266,NLA12_SD-103,1,Y,PLNLOW,TPL,427.2452702,4110960,530.52,Region_8,NATURAL,SD,81.1953635, ,S,S,S,13.7,ug/L,2.8,44.87419,-96.62309,22,APHA Pt-Co,13.381,mg/L,1.891,mg/L,67,ug/L,MESOTROPHIC,Good,44.6,Poor,26.65,0.3925,0,0.393426514,0.354547928,0.930555556,0.401629954,0,0.37286,ppb,0.06,ppb,65.07,ng/g,1.1,ng/g,Upper Mississippi
354,7107,NLA12_SD-158,1,Y,PLNLOW,TPL,109.7816821,4083218,321.52,Region_8,NATURAL,SD,34.0180172, ,T,T,T,17.28,ug/L,3,45.23377,-96.521,25,APHA Pt-Co,19.138,mg/L,1.784,mg/L,610,ug/L,EUTROPHIC,Not Assessed,NA,Poor,28.05,0.6025,0,0.282637821,0.887685026,0.940397351,1.354809653,0,3.44029,ppb,0,ppb,73.11,ng/g,0.97,ng/g,Upper Mississippi
355,1000023,NLA12_WI-101,1,Y,PLNLOW,TPL,1293.360842,13296360,258.46,Region_5,NATURAL,WI,19.6240585, ,T,T,T,46.9,ug/L,9.5,42.96618,-89.24687,7.5,APHA Pt-Co,63.1,mg/L,1.06,mg/L,92,ug/L,EUTROPHIC,Not Assessed,NA,Poor,10.43,0.015,0.4,0.152866846,0.189260403,0.851768173,0.242808195,0.07,3.18,ppb,0.06,ppb,66.33,ng/g,1.3,ng/g,Upper Mississippi
356,1000154,NLA12_WI-101,2,N,PLNLOW,TPL,1293.360842,13296360,258.46,Region_5,NATURAL,WI,19.6240585, ,T,T,T,77.2,ug/L,9.4,42.9665,-89.24718,5,APHA Pt-Co,66.5,mg/L,1.35,mg/L,57,ug/L,EUTROPHIC,Good,41.7,Poor,26.4,0.147222222,0,0.635387649,0.647674506,0.900277008,0.775105347,0,2.325,ppb,0.07,ppb,NA,NA,NA,NA,Upper Mississippi
357,1000116,NLA12_WI-103,1,Y,PLNLOW,UMW,26.1330714,2647022,286.83,Region_5,NATURAL,WI,416.7172224, ,T,T,T,5.22,ug/L,7,45.31432,-92.56254,5,APHA Pt-Co,7,mg/L,0.8,mg/L,77,ug/L,MESOTROPHIC,Poor,43.6,Poor,55.05,0.6,0,0.779173694,0.824163401,NA,0.899104444,0,0,ppb,0,ppb,72.89,ng/g,1.2,ng/g,Upper Mississippi
358,1000121,NLA12_WI-104,1,Y,PLNLOW,UMW,422.1658539,167120870,497.98,Region_5,NATURAL,WI,172.1233455, ,S,S,S,3.02,ug/L,15.8,45.99975,-89.52911,7.5,APHA Pt-Co,2,mg/L,0.27,mg/L,13,ug/L,NA,Poor,37.7,Good,74.78,0.361111111,0,2.558196774,1.591412038,0.505050505,1.181010243,0,0,ppb,0,ppb,195.95,ng/g,3,ng/g,Upper Mississippi
359,1000188,NLA12_WI-106,1,Y,PLNLOW,UMW,35.28672369,12991497,442.81,Region_5,NATURAL,WI,416.7172224, ,S,S,S,7.43,ug/L,7.2,45.762525,-90.659699,110,APHA Pt-Co,1.5,mg/L,0.68,mg/L,24,ug/L,EUTROPHIC,Poor,26.3,Good,65.82,0.7325,0,1.318647639,1.122114458,0.423423423,1.088335395,0,0,ppb,0.08,ppb,261.31,ng/g,2.2,ng/g,Upper Mississippi
360,1000109,NLA12_WI-108,1,Y,PLNLOW,UMW,577.5639511,2646860,310.94,Region_5,NATURAL,WI,19.6240585, ,T,T,T,72.4,ug/L,9.2,45.3192,-92.42664,10,APHA Pt-Co,12.4,mg/L,0.97,mg/L,56,ug/L,EUTROPHIC,Poor,42.5,Good,67.95,0.065,0,0.17305705,0.557091183,NA,0.794050319,0,1.094,ppb,0,ppb,105.5,ng/g,4.4,ng/g,Upper Mississippi
361,8193,NLA12_WI-109,1,Y,PLNLOW,UMW,1780.118125,13394473,464.14,Region_5,MAN_MADE,WI,19.6240585, ,S,S,S,22.1,ug/L,4.6,45.71267,-89.86323,45,APHA Pt-Co,3.9,mg/L,0.76,mg/L,49,ug/L,EUTROPHIC,Fair,51.9,Good,71.9,0.5925,0.9,0.784049161,0.50758554,0,0.393490349,0.13,0.444,ppb,0,ppb,117.44,ng/g,1.4,ng/g,Upper Mississippi
362,8194,NLA12_WI-115,1,Y,PLNLOW,UMW,5.274373395,13393817,485.23,Region_5,NATURAL,WI,128.4687743, ,T,T,T,19.6,ug/L,5,45.89981,-89.69553,15,APHA Pt-Co,144,mg/L,0.87,mg/L,32,ug/L,EUTROPHIC,Not Assessed,NA,Good,70.73,0.4175,0,1.047539866,0.648795902,0.710248447,0.479057676,0,0,ppb,0,ppb,131.58,ng/g,1,ng/g,Upper Mississippi
363,1000222,NLA12_WI-122,1,Y,PLNLOW,UMW,4.039632503,13634415,198.05,Region_5,NATURAL,WI,16.66067079,R,R,R,R,6.12,ug/L,1.8,43.17772,-90.67393,7.5,APHA Pt-Co,6.9,mg/L,0.58,mg/L,31,ug/L,MESOTROPHIC,Poor,37.2,Fair,61.07,0.695,4.3,0.542137879,0.544979092,0,0.580357594,0.52,0,ppb,0,ppb,NA,NA,NA,NA,Upper Mississippi
364,1000119,NLA12_WI-127,1,Y,PLNLOW,UMW,6.264364681,13085151,227.65,Region_5,NATURAL,WI,16.66067079, ,T,T,T,82.5,ug/L,1.1,44.76941,-91.9266,5,APHA Pt-Co,17.8,mg/L,3.87,mg/L,232,ug/L,EUTROPHIC,Not Assessed,NA,Fair,61.7,0,0,2.011829403,1.12732449,0.216666667,0.731418416,0,18.06,ppb,0.16,ppb,17.64,ng/g,0.12,ng/g,Upper Mississippi
365,1000082,NLA12_WI-131,1,Y,PLNLOW,UMW,116.9707289,13393429,498.67,Region_5,NATURAL,WI,109.2550465, ,S,S,S,20.3,ug/L,7.5,45.97241,-89.39159,15,APHA Pt-Co,1.5,mg/L,0.019,mg/L,24,ug/L,MESOTROPHIC,Good,62.3,Good,71.07,0.6775,0,1.214002772,1.013544225,0.624561404,0.970947254,0,0,ppb,0,ppb,154.64,ng/g,2.2,ng/g,Upper Mississippi
366,7808,NLA12_WI-134,1,Y,PLNLOW,TPL,11.64191623,13296380,287.97,Region_5,NATURAL,WI,11.27556298, ,T,T,T,582,ug/L,1.7,42.94666,-89.40969,25,APHA Pt-Co,12.2,mg/L,10.3,mg/L,1730,ug/L,HYPEREUTROPHIC,Not Assessed,NA,Fair,38.25,0,2.49,0.107722339,0.045542817,0.433333333,0.023156614,0.2,66.69,ppb,0.12,ppb,80,ng/g,1.2,ng/g,Upper Mississippi
367,1000050,NLA12_WI-136,1,Y,PLNLOW,TPL,21.88736741,13290978,263.67,Region_5,NATURAL,WI,14.23263464, ,S,S,S,6.22,ug/L,3.1,43.05438,-88.45565,10,APHA Pt-Co,111,mg/L,0.74,mg/L,21,ug/L,EUTROPHIC,Good,61.5,Good,61.63,0.311111111,0,0.755244659,0.364984417,0.6,0.239305601,0,1.611,ppb,0.05,ppb,NA,NA,NA,NA,Upper Mississippi
368,1000180,NLA12_WI-138,1,Y,PLNLOW,UMW,12.47640751,13131943,437.69,Region_5,NATURAL,WI,85.56162495, ,T,T,T,10.7,ug/L,7.5,45.19406,-90.44115,12.5,APHA Pt-Co,8.7,mg/L,0.53,mg/L,17,ug/L,MESOTROPHIC,Fair,45.9,Fair,61.72,1.2125,0,1.598003512,1.098325399,0.648534386,0.903358528,0,0,ppb,0.12,ppb,251.61,ng/g,3.1,ng/g,Upper Mississippi
369,6776,NLA12_WI-140,1,Y,PLNLOW,TPL,89.74163089,167120948,257.77,Region_5,NATURAL,WI,19.34532864, ,S,S,S,13.3,ug/L,1,43.00018,-89.29027,12.5,APHA Pt-Co,69.9,mg/L,1.15,mg/L,75,ug/L,HYPEREUTROPHIC,Fair,35.2,Fair,34.32,1.125,0.4,1.187443383,0.440776767,0.453557312,0.152081067,0.02,2.185,ppb,0.07,ppb,147.65,ng/g,2.2,ng/g,Upper Mississippi
370,1000193,NLA12_WI-147,1,Y,PLNLOW,UMW,10.23109018,2260859,329.41,Region_5,NATURAL,WI,85.56162495, ,S,S,S,10.3,ug/L,2.2,46.34437,-91.75337,55,APHA Pt-Co,1.2,mg/L,1.16,mg/L,39,ug/L,EUTROPHIC,Good,64.5,Fair,64.22,1.07,0,2.815897337,1.064169266,NA,0.207449083,0,0,ppb,0.05,ppb,210.88,ng/g,3.7,ng/g,Upper Mississippi
371,1000118,NLA12_WI-151,1,Y,PLNLOW,UMW,6.207703343,13078395,410.27,Region_5,NATURAL,WI,128.4687743,R,R,R,R,8.11,ug/L,NA,45.73399,-91.57191,25,APHA Pt-Co,0.14,mg/L,0.54,mg/L,21,ug/L,MESOTROPHIC,Good,59.1,Good,83.2,0.8025,0,1.723137246,1.206575082,0.15,1.00944296,0,0,ppb,0,ppb,254.46,ng/g,2.2,ng/g,Upper Mississippi
372,1000034,NLA12_WI-152,1,Y,PLNLOW,TPL,712.9395732,13294928,282.49,Region_5,NATURAL,WI,19.34532864, ,S,S,S,5.15,ug/L,16.3,42.59883,-88.61124,5,APHA Pt-Co,62.5,mg/L,0.5,mg/L,24,ug/L,EUTROPHIC,Good,58,Good,48.05,0.6,0.38,0.842351711,0.414188338,0.792429422,0.278879945,0.04,0.22,ppb,0.18,ppb,65.48,ng/g,0.31,ng/g,Upper Mississippi
373,1000218,NLA12_WI-153,1,Y,PLNLOW,UMW,1.757989243,13108769,205.22,Region_5,NATURAL,WI,69.2348681, ,S,S,S,146,ug/L,2.4,44.434367,-92.07105,90,APHA Pt-Co,6.4,mg/L,2.16,mg/L,155,ug/L,HYPEREUTROPHIC,Poor,42.6,Fair,59.53,0,2,1.021123809,0.890603381,0.520149254,0.8772093,0.8,0.186,ppb,0.08,ppb,133.62,ng/g,2.6,ng/g,Upper Mississippi
374,1000115,NLA12_WI-155,1,Y,PLNLOW,UMW,39.01473417,2646734,324.03,Region_5,NATURAL,WI,36.75612441, ,S,S,S,18,ug/L,1.8,45.38518,-92.4752,7.5,APHA Pt-Co,20.9,mg/L,0.29,mg/L,20,ug/L,EUTROPHIC,Poor,26.3,Good,70.42,1.25,0,1.280936611,0.98907839,0.257792208,0.896807375,0,0,ppb,0,ppb,77.71,ng/g,2.9,ng/g,Upper Mississippi
375,1000223,NLA12_WI-157,1,Y,PLNLOW,UMW,14.8293549,13205684,277.38,Region_5,MAN_MADE,WI,6.190505164, ,S,S,S,25.5,ug/L,5.7,43.53898,-90.96032,7.5,APHA Pt-Co,12.3,mg/L,0.73,mg/L,35,ug/L,EUTROPHIC,Poor,42.4,Good,70.7,0.73,0,0.891672508,0.764009439,0.707692308,0.744250318,0,0.116,ppb,0.06,ppb,58.67,ng/g,0.61,ng/g,Upper Mississippi
376,1000100,NLA12_WI-166,1,Y,PLNLOW,UMW,11.14816543,13634387,201.75,Region_5,NATURAL,WI,6.190505164, ,S,S,S,11.8,ug/L,1.8,43.19279,-90.42186,12.5,APHA Pt-Co,26,mg/L,1.35,mg/L,70,ug/L,EUTROPHIC,Poor,25.2,Good,88.15,1.113888889,0,1.702370292,1.232416655,NA,1.061446347,0,0,ppb,0,ppb,81.4,ng/g,0.85,ng/g,Upper Mississippi
377,1000203,NLA12_WI-170,1,Y,PLNLOW,UMW,23.57655104,13395305,484.03,Region_5,NATURAL,WI,88.85033082, ,S,S,S,11.9,ug/L,6.3,45.57698,-89.162,20,APHA Pt-Co,32.9,mg/L,0.6,mg/L,21,ug/L,EUTROPHIC,Fair,48.1,Good,67.68,0.5025,0,0.447195404,0.60183718,0.823417722,0.720725164,0,0.145,ppb,0,ppb,179.69,ng/g,2.3,ng/g,Upper Mississippi
378,1000189,NLA12_WI-171,1,Y,PLNLOW,UMW,14.65242301,2643694,287.13,Region_5,NATURAL,WI,41.45427565, ,T,T,T,5.37,ug/L,14.8,45.73444,-92.53869,7.5,APHA Pt-Co,8,mg/L,0.47,mg/L,12,ug/L,MESOTROPHIC,Fair,47.1,Fair,64.42,1.445,0,2.616317763,1.154122717,0.845955079,0.455532522,0,0,ppb,NA,NA,158.47,ng/g,2,ng/g,Upper Mississippi
379,1000063,NLA12_WI-172,1,Y,PLNLOW,TPL,35.44372211,167120898,242.92,Region_5,MAN_MADE,WI,14.23263464, ,T,T,T,85.3,ug/L,1.4,43.49694,-89.30856,15,APHA Pt-Co,23.4,mg/L,3.84,mg/L,132,ug/L,EUTROPHIC,Poor,27.8,Good,70.72,1.215,1.388888889,2.827608872,1.22932474,NA,0.218819092,0.2,0,ppb,0.07,ppb,NA,NA,NA,NA,Upper Mississippi
380,1000207,NLA12_WI-173,1,Y,PLNLOW,UMW,242.5287687,13652598,279.11,Region_5,MAN_MADE,WI,6.44844288, ,T,T,T,77.8,ug/L,4,43.61047,-90.09147,10,APHA Pt-Co,8.2,mg/L,0.9,mg/L,86,ug/L,EUTROPHIC,Fair,47.3,Fair,65.67,0.215,0,0.456926921,0.692547237,0.846381579,0.859737436,0,0,ppb,0,ppb,45.45,ng/g,0.3,ng/g,Upper Mississippi
381,1000220,NLA12_WI-174,1,Y,PLNLOW,UMW,5.455688042,13343184,497.84,Region_5,NATURAL,WI,128.4687743, ,S,S,S,13.9,ug/L,7.7,46.253953,-89.848558,50,APHA Pt-Co,1.2,mg/L,0.68,mg/L,27,ug/L,MESOTROPHIC,Good,67,Good,69.2,0.165,0,0.991815135,1.042205453,0,1.133547544,0,0,ppb,0,ppb,266.13,ng/g,1.6,ng/g,Upper Mississippi
382,8192,NLA12_WI-179,1,Y,PLNLOW,UMW,213.7513727,13394221,482.82,Region_5,NATURAL,WI,109.2550465, ,S,S,S,6.78,ug/L,9.1,45.80603,-89.70821,7.5,APHA Pt-Co,2.6,mg/L,0.34,mg/L,9,ug/L,OLIGOTROPHIC,Good,62.7,Good,71.68,0.127777778,0,0.551532412,0.989504986,0.491666667,1.281764436,0,0,ppb,0,ppb,192.55,ng/g,3.4,ng/g,Upper Mississippi
383,1000219,NLA12_WI-183,1,Y,PLNLOW,UMW,45.57132909,13117638,447,Region_5,NATURAL,WI,88.85033082,R,R,R,R,5.77,ug/L,13.7,46.18221,-90.98558,25,APHA Pt-Co,0.071,mg/L,0.37,mg/L,9,ug/L,MESOTROPHIC,Good,72.6,Good,75.45,0.4075,0,0.76816846,0.837462972,0.095454546,0.926035597,0,0,ppb,0,ppb,289.16,ng/g,2.9,ng/g,Upper Mississippi
384,1000208,NLA12_WI-188,1,Y,PLNLOW,TPL,9.407501204,13294816,265.41,Region_5,NATURAL,WI,24.39880224, ,T,T,T,89.7,ug/L,2.8,42.73202,-88.94181,12.5,APHA Pt-Co,7.7,mg/L,2.66,mg/L,217,ug/L,EUTROPHIC,Not Assessed,NA,Good,63.53,0.04375,6.55,0.710147813,0.892959235,0.666247715,1.151125577,0.83,21.82,ppb,0.19,ppb,44.84,ng/g,0.79,ng/g,Upper Mississippi
385,6959,NLA12_ID-101,1,Y,WMTNS,WMT,211.4298244,24189308,1453,Region_10,MAN_MADE,ID,18.81939011,R,S,S,S,1.168,ug/L,6.5,44.96138,-116.45699,10,APHA Pt-Co,0.152,mg/L,0.14,mg/L,56,ug/L,MESOTROPHIC,Good,60.7,Good,70.07,0.13,0,2.872727578,1.653672645,0.291666667,1.43678863,0,0.09165,ppb,0,ppb,99.55,ng/g,0.28,ng/g,Snake
386,7761,NLA12_ID-101,2,N,WMTNS,WMT,211.4298244,24189308,1453,Region_10,MAN_MADE,ID,18.81939011, ,S,S,S,11.44,ug/L,4,44.96196,-116.4576,15,APHA Pt-Co,0.076,mg/L,0.311,mg/L,63,ug/L,HYPEREUTROPHIC,Fair,48.6,Good,68.25,0.6225,49.3,0.224941061,0.100417071,0.147058824,0.072450209,1.2,0.04917,ppb,0,ppb,NA,NA,NA,NA,Snake
387,1000019,NLA12_ID-107,1,Y,WMTNS,XER,33.42354611,120053994,973.07,Region_10,MAN_MADE,ID,42.93237433, ,T,T,T,3.024,ug/L,3.6,43.45932,-116.1424,32,APHA Pt-Co,2.031,mg/L,0.895,mg/L,383,ug/L,MESOTROPHIC,Poor,42.3,Poor,48.05,0.045,30.76,0.516534445,0.353516934,0.775,0.311782617,1.1,0.0513,ppb,0,ppb,19.35,ng/g,0.35,ng/g,Snake
388,1000029,NLA12_ID-109,1,Y,WMTNS,XER,3395.548059,23171013,1278.65,Region_10,MAN_MADE,ID,17.45596269, ,R,R,R,18.88,ug/L,15,42.68712,-113.39513,13,APHA Pt-Co,15.573,mg/L,0.23,mg/L,41,ug/L,MESOTROPHIC,Poor,29.7,Poor,52.82,0.01,0,1.626313093,1.471902715,0.1,1.495497757,0,0.08679,ppb,0,ppb,30.59,ng/g,0.53,ng/g,Snake
389,7549,NLA12_ID-110,1,Y,WMTNS,XER,81.79210447,23272352,1452.11,Region_10,NATURAL,ID,15.8529176,R,R,R,R,4.88,ug/L,3.1,43.3294,-113.92779,38,APHA Pt-Co,13.186,mg/L,0.954,mg/L,44,ug/L,EUTROPHIC,Poor,39.1,Good,70.2,0.377272727,0,0.516386871,0.707741233,0.431899642,0.836135455,0,0,ppb,0,ppb,60.47,ng/g,1.7,ng/g,Snake
390,1000030,NLA12_ID-111,1,Y,WMTNS,XER,393.0365949,23203398,1593,Region_10,MAN_MADE,ID,17.45596269,R,R,R,R,12.24,ug/L,NA,42.214006,-114.888169,18,APHA Pt-Co,1.951,mg/L,0.465,mg/L,84,ug/L,MESOTROPHIC,Poor,39.5,Fair,58.05,0.066666667,6.633333333,0.816544874,0.580258062,0.342857143,0.509636238,0.9,0.12244,ppb,0,ppb,28.3,ng/g,0.81,ng/g,Snake
391,6958,NLA12_ID-113,1,Y,WMTNS,WMT,9.707444331,24181305,1519.99,Region_10,MAN_MADE,ID,12.10496977, ,S,S,S,3.73,ug/L,5.6,44.83854,-116.03419,30,APHA Pt-Co,1.037,mg/L,0.329,mg/L,34,ug/L,EUTROPHIC,Good,56.7,Fair,54.82,0.4725,0,1.006816606,0.962519055,0.307277628,1.014894438,0,0.06621,ppb,0,ppb,NA,NA,NA,NA,Snake
392,7588,NLA12_ID-122,1,Y,WMTNS,XER,504.1874845,23160388,1646.49,Region_10,MAN_MADE,ID,5.355105547, ,S,S,S,45.68,ug/L,6.5,42.88609,-111.95311,20,APHA Pt-Co,17.593,mg/L,1.04,mg/L,82,ug/L,NA,Fair,45.5,Fair,55.45,0.705555556,145.4444444,0.046440492,0.03197471,0.178571429,0.02756807,1.833333333,0.06522,ppb,0,ppb,42.9,ng/g,0.47,ng/g,Snake
393,6940,NLA12_ID-141,1,Y,WMTNS,WMT,71.57221559,24173230,1506.97,Region_10,MAN_MADE,ID,5.355105547,R,S,S,S,1.264,ug/L,8.1,44.32972,-116.18456,18,APHA Pt-Co,0.273,mg/L,0.125,mg/L,36,ug/L,MESOTROPHIC,Poor,38.6,Good,73.9,0.3375,0,1.96782938,1.730297682,0.316666667,1.792146489,0,0.08786,ppb,0,ppb,73.17,ng/g,0.34,ng/g,Snake
394,7477,NLA12_ID-142,1,Y,WMTNS,WMT,5.646490065,23491307,2164.74,Region_10,NATURAL,ID,12.10496977,R,R,R,B,0.112685714,ug/L,1.1,43.99758,-114.89014,5,APHA Pt-Co,0.179,mg/L,0.053,mg/L,15,ug/L,EUTROPHIC,Good,64,Poor,51.38,0.22,0,1.293374942,0.786783726,0,0.60950274,0,0,ppb,0,ppb,77.32,ng/g,2.5,ng/g,Snake
395,1000122,NLA12_ID-143,1,Y,WMTNS,XER,35.54598079,23326744,1690.02,Region_10,MAN_MADE,ID,3.290387433,R,R,R,R,5.76,ug/L,2.2,42.26403,-116.3111,22,APHA Pt-Co,1.388,mg/L,0.72,mg/L,68,ug/L,MESOTROPHIC,Fair,43.2,Poor,54.1,0.09,0,0.33009264,0.848907129,0,1.138194899,0,0.0755,ppb,0,ppb,44.22,ng/g,0.61,ng/g,Snake
396,7413,NLA12_ID-145,1,Y,WMTNS,WMT,27.93849885,24161763,2117.46,Region_10,NATURAL,ID,3.290387433, ,S,S,S,0.441142857,ug/L,12.1,44.30011,-115.25336,10,APHA Pt-Co,0.237,mg/L,0.029,mg/L,23,ug/L,MESOTROPHIC,Good,66,Good,66.13,0.04,0,1.613597645,0.993984237,0.422222222,0.834744332,0,0.0881,ppb,0,ppb,76.6,ng/g,0.86,ng/g,Snake
397,1000068,NLA12_ID-148,1,Y,WMTNS,XER,38.08818946,24231049,1034.14,Region_10,MAN_MADE,ID,3.290387433,R,R,R,R,5.546666667,ug/L,32.8,46.21004,-116.83789,15,APHA Pt-Co,0.679,mg/L,0.303,mg/L,77,ug/L,MESOTROPHIC,Poor,41.9,Fair,59.57,0.03,0,0.907901433,2.184173139,0.543589744,2.828326542,0,0,ppb,0,ppb,84.64,ng/g,0.9,ng/g,Snake
398,1000067,NLA12_ID-149,1,Y,WMTNS,WMT,6.488524087,23616696,677.78,Region_10,NATURAL,ID,12.10496977, ,S,S,S,26.72,ug/L,9,46.68818,-116.65021,23,APHA Pt-Co,0.593,mg/L,1.048,mg/L,85,ug/L,MESOTROPHIC,Good,55,Poor,52.27,0.2075,0,0.681703887,0.745170955,0.115217391,0.786161852,0,0.14069,ppb,0.07,ppb,34.63,ng/g,0.99,ng/g,Snake
399,1000025,NLA12_ID-151,1,Y,WMTNS,XER,44.60233911,23258613,1678.67,Region_10,MAN_MADE,ID,3.290387433, ,T,T,T,764.64,ug/L,3.2,43.1951,-114.59357,68,APHA Pt-Co,2.308,mg/L,7.844,mg/L,705,ug/L,MESOTROPHIC,Fair,52.3,Fair,62.05,0.175,3.05,1.485636188,0.895161448,0,0.689751718,0.3,0.08847,ppb,0,ppb,48.1,ng/g,0.72,ng/g,Snake
400,7478,NLA12_ID-158,1,Y,WMTNS,WMT,9.078302308,23491007,2494.5,Region_10,NATURAL,ID,12.10496977,R,R,B,R,0.248171429,ug/L,35.5,44.10977,-114.96528,1,APHA Pt-Co,0.182,mg/L,0.033,mg/L,9,ug/L,OLIGOTROPHIC,Not Assessed,NA,Good,70.73,0,0,1.40890513,1.212288245,0,1.20516069,0,0,ppb,0,ppb,89.11,ng/g,0.68,ng/g,Snake
401,7533,NLA12_ID-166,1,Y,WMTNS,XER,21.25854419,24566893,1338.82,Region_10,MAN_MADE,ID,3.290387433, ,S,S,S,2.456,ug/L,3.6,43.0792,-112.6888,20,APHA Pt-Co,20.942,mg/L,0.665,mg/L,58,ug/L,MESOTROPHIC,Poor,31.9,Good,64.6,0.9625,0,0.785438356,1.009917589,0.714529915,1.167179825,0,0,ppb,0,ppb,10.42,ng/g,0.23,ng/g,Snake
402,6937,NLA12_ID-168,1,Y,WMTNS,WMT,122.0913417,24181133,1694.66,Region_10,NATURAL,ID,5.355105547, ,S,S,S,1.296,ug/L,26,45.12909,-116.02145,12,APHA Pt-Co,0.066,mg/L,0.103,mg/L,17,ug/L,MESOTROPHIC,Not Assessed,NA,Fair,57.33,0.23,0,1.435229595,0.973655415,0.486842105,0.886838026,0,0.09567,ppb,0,ppb,88.65,ng/g,1.5,ng/g,Snake
403,6971,NLA12_ID-175,1,Y,WMTNS,XER,72.97437597,23310370,1399.79,Region_10,MAN_MADE,ID,5.355105547, ,T,T,T,24.48,ug/L,11.5,43.18834,-116.96342,16,APHA Pt-Co,1.098,mg/L,0.553,mg/L,201,ug/L,MESOTROPHIC,Not Assessed,NA,Fair,63.9,0,45.7,0.479229424,0.201926022,0,0.097547579,4,0.08275,ppb,0,ppb,72.25,ng/g,0.52,ng/g,Snake
