FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
675,115,CO01219,UNION,CALKINS LAKE,Calkins Lake,CO,40.17333,-105.0439,WELD,ST VRAIN CREEK-TR,IRF,1902,113,28,33,14925,16250,12715,16250,707848375,717,31232520,1.1203125,2901598.62,2.90159862,6.7296875,17.42982333,4307,187623687.5,26425.47172,8.054483781,5.004825792,1.333871319,22.66382524,0.513557688,2.42826699,28,0.80942233,.,6.006973501,0.359397579,0.185007298,553864128.5,15683698.2,15.6836982,3.033,1510.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
676,116,CO01229,MCINTOSH, ,ND,CO,40.19139,-105.1567,BOULDER,ST. VRAIN CREEK-OS,I,1902,113,17,17,6354,3352,2460,3352,146012784.8,263,11456280,0.4109375,1064324.18,1.06432418,5.609375,14.52822516,3590,156389375,.,0,0,0,12.74521789,0,2.249156098,17,0.749718699,.,13.65019011,0.333711293,0.350757293,107157354,3034360.8,3.0343608,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
677,117,CO01275,Gross, ,Gross Reservoir,CO,39.948,-105.3579,Boulder,South Boulder Creek,S,1955,60,350,350,10000,46200,41000,46200,2012467380,520,22651200,0.8125,2104367.2,2.1043672,92.8,240.351072,59392,2587264000,56163.69955,17.11869562,10.63706771,3.328931044,88.84594988,0.338496904,0.761536713,350,0.253845571,60.5643,114.2153846,1.654388399,0.041610751,1785955900,50572680,50.57268,1.68,2221.1,1.02E+13,22848,10190005,0.79,1,10190005020,23662,2,92,7,1,2.3,0,0.3,2.1,0.1,0.6,10.5,55.4,0,14.7,11.8,1.9,0.4,0,0,8489,1717,25,5,0.12,0.02,13136,39,0.18,69984,3301,208,10,1.29,0.07,34,43,4,3,31,23,30,0,0,5,9,2,11,1,4,0.07106,0.07211,Platte
678,118,CO01280,CHERRY CREEK DAM,CHERRY CREEK LAKE,Cherry Creek Lake,CO,39.64833,-104.8583,ARAPAHOE,CHERRY CREEK,CR,1953,62,140,189,28600,134470,13960,134470,5857499753,852,37113120,1.33125,3447924.72,3.44792472,385,997.14615,246400,10733800000,34489.90396,10.51252273,6.53218087,1.597066321,157.8282762,0.61050527,3.382034489,140,1.12734483,7.6407,289.2018779,2.295971689,0.200235116,608096204,17219380.8,17.2193808,3.586,1691,1.02E+13,25720,10190003,0.23,2,10190003031,26570,4,72,28,1,0.3,0,0.4,3.4,0.1,0.5,0.1,5.2,0,9.7,70.2,8.3,1.8,0,0,701,601,1,1,0.03,0.03,1540,2,0.08,60400,10121,68,11,9,1.5,67,56,3,3,16,1,1,0,0,1,2,11,37,1,1,0.02766,0,Platte
679,119,CO01281,CHATFIELD DAM,CHATFIELD LAKE,Chatfield Lake,CO,39.55833,-105.0583,DOUGLAS,SOUTH PLATTE RIVER,CRI,1973,42,124,148,188000,355000,20000,355000,15463764500,1150,50094000,1.796875,4653889,4.653889,3018,7816.58982,1931520,84141840000,50096.36997,15.26937357,9.487951894,1.996678314,308.6949435,0.618955053,7.468426053,124,2.489475351,188.324,1679.582609,3.865290225,0.188648742,871198000,24669600,24.6696,5.622,5432,1.02E+13,22680,10190002,0.69,4,10190002022,23488,5,85,15,1,1.2,0,0,0.1,0,0.6,6.9,44.5,0,17.4,27.3,1.7,0,0,0.3,8925,3009,1,0,0.02,0.01,14774,2,0.03,462972,38967,67,6,2.84,0.24,9,12,0,1,35,41,55,1,0,9,13,6,18,0,0,0.08474,0.06258,Platte
680,123,CO01406,FLOODWATER RET. B-2, ,ND,CO,40.82167,-105.0722,LARIMER,BOXELDER CREEK,C,1982,33,56,66,17822,11040,6470,11040,480901296,457,19906920,0.7140625,1849415.02,1.84941502,111.1,287.747889,71104,3097468000,.,0,0,0,24.15749378,0,1.294151452,56,0.431383817,.,155.5886214,0.479838719,0.231738391,281832553,7980615.6,7.9806156,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
681,124,CO01650,CARTER LAKE DAM NO. 1, ,Carter Lake Reservoir,CO,40.30833,-105.1883,LARIMER,BIG THOMPSON RIVER OS,ISH,1951,64,190,214,0,116837,112228,116837,5089408036,1144,49832640,1.7875,4629607.84,4.62960784,3.7,9.582963,2368,103156000,40427.14124,12.32219265,7.656657988,1.615514213,102.1300103,0.08901325,1.61257911,190,0.53752637,.,2.06993007,1.282158974,0.033443434,4888640457,138430993.4,138.4309934,4.533,1755.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
682,125,CO01653,HORSETOOTH - DIXON CANYON, ,Horsetooth Reservoir,CO,40.54667,-105.1267,LARIMER,CACHE LA POUDRE TR,I,1948,67,215,240,0,170370,156735,170370,7421300163,2040,88862400,3.1875,8255594.4,8.2555944,17,44.02983,10880,473960000,140797.3438,42.9150304,26.66617214,4.213375269,83.51451416,0.22197871,1.165318802,215,0.388439601,5.2257,5.333333333,0.785142322,0.0427022,6827360927,193329487.8,193.3294878,7.355,1655.1,1.02E+13,22909,10190007,0.31,1,10190007044,23724,2,98,2,0,1.3,0,0,0.5,0,0.1,2.8,46,0,0,40.8,7,1.4,0,0.1,139,29,3,1,0.16,0.03,290,7,0.33,565,14,14,0,0.13,0,11,7,24,10,24,26,28,0,0,0,0,12,48,3,7,0.01444,0,Platte
683,126,CO01659,HORSETOOTH, ,Horsetooth Reservoir,CO,40.6,-105.165,LARIMER,CACHE LA POUDRE TR,I,1948,67,115,155,0,170370,156735,170370,7421300163,2040,88862400,3.1875,8255594.4,8.2555944,17,44.02983,10880,473960000,140797.3438,42.9150304,26.66617214,4.213375269,83.51451416,0.22197871,2.1786395,115,0.726213167,5.2257,5.333333333,0.785142322,0.0427022,6827360927,193329487.8,193.3294878,7.355,1655.1,1.02E+13,22909,10190007,0.31,1,10190007044,23724,2,98,2,0,1.3,0,0,0.5,0,0.1,2.8,46,0,0,40.8,7,1.4,0,0.1,139,29,3,1,0.16,0.03,290,7,0.33,565,14,14,0,0.13,0,11,7,24,10,24,26,28,0,0,0,0,12,48,3,7,0.01444,0,Platte
684,127,CO01667,HORSETOOTH - SOLDIER CANYON, ,Grand Lake,CO,40.57833,-105.0967,LARIMER,CACHE LA POUDRE TR,I,1948,67,203,226,0,170370,156735,170370,7421300163,2040,88862400,3.1875,8255594.4,8.2555944,17,44.02983,10880,473960000,79433.65226,24.21137721,15.04425714,2.377060368,83.51451416,0.125233752,1.234204643,203,0.411401548,90.4521,5.333333333,0.785142322,0.0427022,6827360927,193329487.8,193.3294878,7.123,8367,1.40E+13,43030,14010001,0.93,1,14010001049,44099,2,96,4,0,5,0,0,0.1,0,0.2,5.5,63.4,0,16.9,8.2,0.5,0,0,0.3,28112,3960,91,13,0.18,0.03,35392,114,0.22,56674,3223,183,10,0.7,0.04,1,1,0,1,42,43,61,1,1,10,20,3,15,0,1,0,0,Platte
685,128,CO01668,HORSETOOTH - SPRING CANYON, ,Horsetooth Reservoir,CO,40.50333,-105.1317,LARIMER,CACHE LA POUDRE TR,I,1948,67,198,220,0,170370,156735,170370,7421300163,2040,88862400,3.1875,8255594.4,8.2555944,17,44.02983,10880,473960000,140797.3438,42.9150304,26.66617214,4.213375269,83.51451416,0.22197871,1.265371427,198,0.421790476,5.2257,5.333333333,0.785142322,0.0427022,6827360927,193329487.8,193.3294878,7.355,1655.1,1.02E+13,22909,10190007,0.31,1,10190007044,23724,2,98,2,0,1.3,0,0,0.5,0,0.1,2.8,46,0,0,40.8,7,1.4,0,0.1,139,29,3,1,0.16,0.03,290,7,0.33,565,14,14,0,0.13,0,11,7,24,10,24,26,28,0,0,0,0,12,48,3,7,0.01444,0,Platte
686,130,CO01734,LONE TREE,HOME SUPPLY RES.,Home Supply Reservoir,CO,40.34667,-105.1172,LARIMER,BIG THOMPSON RIVER-OS,IRF,1882,133,28.5,28.5,14280,10973,9268,10973,477982782.7,503,21910680,0.7859375,2035570.58,2.03557058,5.89375,15.26475356,3772,164317750,26882.74274,8.193859986,5.091430178,1.620094498,21.81505926,0.716754456,2.296322028,28.5,0.765440676,.,7.499005964,0.413022696,0.17806068,403713153.2,11431892.64,11.43189264,1.852,1565.2,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
687,131,CO01769,HANDY,WELCH,Handy Reservoir,CO,40.32222,-105.1161,LARIMER,DRY CREEK-OS,IFS,1915,100,34,34,790,9336,6747,9336,406675226.4,474,20647440,0.740625,1918211.64,1.91821164,1.3,3.366987,832,36244000,32266.06517,9.834696665,6.110999148,2.003122917,19.69615732,1.18172969,1.737896234,34,0.579298745,.,1.755274262,0.384143816,0.230490855,293898645.3,8322289.56,8.32228956,1.846,1563.9,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
688,132,CO01771,ISH #3 (MAIN DAM),"BOULDER-LARIMER, OLD ISH, NEW ISH",Ish Reservoir,CO,40.26305,-105.0956,LARIMER,BIG THOMPSON RIVER-OS,I,.,.,42,48,3066,9065,7128,9065,394870493.5,314,13677840,0.490625,1270714.04,1.27071404,1.4703125,3.808094672,941,40992312.5,19022.97167,5.798201763,3.602836696,1.450989603,28.86936048,0.659467687,2.062097177,42,0.687365726,.,2.996815287,0.691789319,0.14452668,310494967.2,8792245.44,8.79224544,1.284,1554.5,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
689,133,CO01797,JULESBURG #4,BIG JUMBO,Julesburg Reservoir,CO,40.93889,-102.6325,SEDGWICK,SOUTH PLATTE RIVER-TR,I,1910,105,32.79999924,33.79999924,1400,38600,27186,38600,1681412140,1578,68737680,2.465625,6385945.08,6.38594508,6.5,16.834935,4160,181220000,39661.83224,12.08892647,7.511713055,1.34949114,24.46128732,0.360504185,2.237312916,32.79999924,0.745770972,.,2.636248416,0.261473284,0.190435432,1184219441,33533387.28,33.53338728,5.74,1129.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
690,139,CO01888,BARR LAKE, ,Barr Lake,CO,39.95417,-104.7461,ADAMS,BEEBE DRAW,I,1893,122,44,44,139,41800,32100,41800,1820803820,1857,80890920,2.9015625,7515019.02,7.51501902,14.509375,37.57913616,9286,404521375,57742.22409,17.5998299,10.93603079,1.811082857,22.50937213,0.44449955,1.534729918,44,0.511576639,.,5.000538503,0.221798672,0.189798572,1398272790,39594708,39.594708,6.975,1553.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
691,141,CO01899,MILTON LAKE, ,Milton Reservoir,CO,40.23861,-104.6378,WELD,BEEBE SEEP CANAL,I,1911,104,55,55,25372,39660,29732,39660,1727585634,2600,113256000,4.0625,10521836,10.521836,120,310.7988,76800,3345600000,28600.66336,8.717482192,5.416794036,0.758123914,15.25381114,0.237703093,0.832026062,55,0.277342021,.,29.53846154,0.12702617,0.286903134,1295122947,36673827.36,36.67382736,3.47,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
692,142,CO01994,WILLIAMS-MCCREERY,"SAN ARROYO, ROSENER",ND,CO,40.05361,-103.8825,MORGAN,SAN ARROYO CREEK,IS,1910,105,48,51,51990,23500,1924,23500,1023657650,298,12980880,0.465625,1205964.28,1.20596428,69.7,180.522303,44608,1943236000,.,0,0,0,78.85887937,0,4.92867996,48,1.64289332,.,149.6912752,1.939742057,0.508156242,83809247.6,2373215.52,2.37321552,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
693,143,CO02012,MARSTON LAKE - NORTH DAM, ,Marston Lake,CO,39.635,-105.0631,DENVER,SOUTH PLATTE RIVER-OS,S,1899,116,30,30,220,21100,19795,21100,919113890,652,28401120,1.01875,2638552.72,2.63855272,1.028125,2.662833469,658,28664125,21183.32162,6.456676428,4.011994014,1.121297944,32.3618889,0.264436502,3.23618889,30,1.07872963,.,1.009202454,0.538160202,0.108063283,862268220.5,24416736.6,24.4167366,2.532,5535,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
694,144,CO02018,NORTH POUDRE # 5,BEE LAKE,North Poudre Reservoir Number 5,CO,40.68694,-105.0378,LARIMER,CACHE LA POUDRE RIVER-TR,I,1905,110,41.20000076,41.20000076,12500,9839,7704,9839,428585856.1,442,19253520,0.690625,1788712.12,1.78871212,8.46875,21.93397781,5420,236108750,28146.30012,8.578992278,5.330740366,1.809509815,22.26012989,0.902792392,1.620883215,41.20000076,0.540294405,.,12.26244344,0.44959148,0.188231396,335585469.6,9502729.92,9.50272992,1.576,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
695,150,CO02273,MEADOW CREEK, ,ND,CO,40.61666,-106.0844,JACKSON,MEADOW CREEK,ICFPRS,1980,35,45,45,180,5775,4400,5775,251558422.5,275,11979000,0.4296875,1112886.5,1.1128865,8,20.71992,5120,223040000,.,0,0,0,20.99995179,0,1.399996786,45,0.466665595,.,18.61818182,0.537716625,0.20505298,191663560,5427312,5.427312,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
696,152,CO02665,VANCIL,CECIL J. OSBORNE DAM,ND,CO,40.36195,-103.6422,MORGAN,SOUTH PLATTE-OS,I,1990,25,53,53,0,9100,6409,9100,396395090,306,13329360,0.478125,1238339.16,1.23833916,2.20625,5.714165438,1412,61510250,.,0,0,0,29.73849382,0,1.683310971,53,0.561103657,.,4.614379085,0.721871288,0.156645247,279175399.1,7905373.32,7.90537332,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
697,153,CO02667,RAWHIDE, ,ND,CO,40.84833,-105.0206,LARIMER,COAL CREEK-TR,S,1980,35,95,113,850,20245,15400,20245,881870175.5,510,22215600,0.796875,2063898.6,2.0638986,2.5,6.474975,1600,69700000,29729.62032,9.061588272,5.63061171,1.779324007,39.6959873,0.477036371,1.253557494,95,0.417852498,.,3.137254902,0.746385223,0.108651449,670822460,18995592,18.995592,1.961,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
698,154,CO02677,SPINNEY MOUNTAIN, ,Spinney Mountain Reservoir,CO,38.97167,-105.6219,PARK,SOUTH PLATTE RIVER,SR,1982,33,66.5,100,135740,83300,53873,83300,3628539670,2450,106722000,3.828125,9914807,9.914807,772,1999.47228,494080,21523360000,76330.08439,23.26540972,14.45646,2.084315528,33.99992195,0.350112352,1.533831065,66.5,0.511277022,77.0463,201.6653061,0.291673109,0.149204181,2346702493,66451268.04,66.45126804,9.723,.,1.02E+13,22630,10190001,0.53,3,10190001033,23437,2,51,46,2,1.9,0,0,0,0,0.7,7.2,13.4,0,17.5,56,2.5,0,0,0.8,2616,1050,1,1,0.02,0.01,4357,2,0.04,78873,3565,39,2,1.17,0.05,1,1,0,0,41,11,7,4,0,12,11,30,80,1,1,0.01731,0,Platte
699,155,CO02708,WESTERLY CREEK, ,ND,CO,39.71667,-104.8839,DENVER,WESTERLY CREEK,C,1991,24,44.5,50.5,70000,9300,4150,9300,405107070,256,11151360,0.4,1035996.16,1.03599616,9.290625,24.06262584,5946,259022625,.,0,0,0,36.3280416,0,2.449081456,44.5,0.816360485,.,23.2265625,0.964103183,0.202384821,180773585,5118942,5.118942,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
700,156,CO02709,SENAC,AURORA DAM,Aurora Reservoir,CO,39.62,-104.6656,ARAPAHOE,SENAC CREEK,SR,1990,25,122,163,9000,40400,32400,40400,1759819960,820,35719200,1.28125,3318425.2,3.3184252,4.740625,12.27817134,3034,132168625,49975.88519,15.23264981,9.4651328,2.358871768,49.26817958,0.381152116,1.211512613,122,0.403837538,1,3.7,0.730568769,0.083033799,1411340760,39964752,39.964752,2.976,.,1.02E+13,22778,10190003,0.47,1,10190003049,23590,4,89,11,0,9.5,0,0,0.2,0,0.1,0.1,0.2,0,0.1,69.1,1.4,19.3,0,0,127,58,4,2,0.16,0.08,286,8,0.37,2664,348,78,10,3,0.4,34,32,7,3,34,0,0,0,0,0,0,22,60,3,5,0.02912,0.07379,Platte
701,157,CO02779,JULESBURG #1, ,Julesburg Reservoir,CO,40.92139,-102.6664,LOGAN,COTTONWOOD CREEK-TR,I,1910,105,23.39999962,23.4,2592,38600,23202,38600,1681412140,1578,68737680,2.465625,6385945.08,6.38594508,6.4546875,16.71757608,4131,179956687.5,39661.83224,12.08892647,7.511713055,1.34949114,24.46128732,0.42240612,3.136062528,23.39999962,1.045354176,.,2.617870722,0.261473284,0.223134973,1010676800,28619202.96,28.61920296,5.74,1129.3,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
702,158,CO02799,MARSTON LAKE - EAST DAM, ,Marston Lake,CO,39.62861,-105.0547,DENVER,SOUTH PLATTE RIVER-OS,S,1899,116,17,17,220,21100,19795,21100,919113890,652,28401120,1.01875,2638552.72,2.63855272,1.028125,2.662833469,658,28664125,21183.32162,6.456676428,4.011994014,1.121297944,32.3618889,0.264436502,5.71092157,17,1.903640523,.,1.009202454,0.538160202,0.108063283,862268220.5,24416736.6,24.4167366,2.532,5535,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
703,159,CO02819,BOULDER - SOUTH DAM, ,Boulder Reservoir,CO,40.07583,-105.2133,BOULDER,LITTLE DRY CREEK,SIR,1955,60,43.5,58.5,25500,17700,13300,17700,771010230,684,29795040,1.06875,2768052.24,2.76805224,14.453125,37.43344922,9250,402953125,22876.2448,6.972679414,4.332623507,1.182244897,25.87713358,0.425026437,1.784629902,43.5,0.594876634,.,13.52339181,0.420135742,0.168729309,579346670,16405284,16.405284,2.171,1576.7,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
704,160,CO02820,BASELINE - NORTHWEST DAM, ,Base Line Reservoir,CO,40.00278,-105.2064,BOULDER,SOUTH BOULDER CREEK-OS,IS,1905,110,20,20,1665,6592,5300,6592,287146860.8,270,11761200,0.421875,1092652.2,1.0926522,0.590625,1.529712844,378,16466625,14869.03967,4.532083292,2.8161069,1.223071374,24.41475877,0.693250037,3.662213815,20,1.220737938,.,1.4,0.630916766,0.167137523,230867470,6537444,6.537444,1.056,1618.8,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
705,161,CO02831,ISH #3 (EAST DAM), ,Ish Reservoir,CO,40.25361,-105.0817,BOULDER,LITTLE THOMPSON RIVER-OS,IC,.,.,12,12,3066,9065,7128,9065,394870493.5,314,13677840,0.490625,1270714.04,1.27071404,1.4703125,3.808094672,941,40992312.5,19022.97167,5.798201763,3.602836696,1.450989603,28.86936048,0.659467687,7.217340119,12,2.40578004,.,2.996815287,0.691789319,0.14452668,310494967.2,8792245.44,8.79224544,1.284,1554.5,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
706,162,CO02836,HORSESHOE LAKE (SOUTH DAM), ,Horseshoe Lake,CO,40.42833,-105.0464,LARIMER,BIG THOMPSON RIVER-OS,I,1905,110,23.60000038,26.79999924,1750,10559,8051,10559,459948984.1,650,28314000,1.015625,2630459,2.630459,11.6,30.043884,7424,323408000,36607.4766,11.15795887,6.933236424,1.940724457,16.24457809,1.12357694,2.064988707,23.60000038,0.688329569,.,11.42153846,0.270553571,0.264880263,350700754.9,9930747.48,9.93074748,2.46,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
707,658,NE00749,OLIVER DAM, ,ND,NE,41.22355,-103.8105,KIMBALL,LODGEPOLE CREEK,I,1910,105,43,48,22107,8428,2678,8428,367122837.2,264,11499840,0.4125,1068371.04,1.06837104,1375,3561.23625,880000,38335000000,.,0,0,0,31.92416914,0,2.227267614,43,0.742422538,.,3333.333333,0.834294062,0.323429346,116653412.2,3303259.44,3.30325944,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
708,659,NE01031,C MIDWAY DAM CANAL MI 48.3,ED 48.3  SS 48.2,ND,NE,40.79531,-100.0693,DAWSON,C MIDWAY CANYON COULEE,H,1941,74,51,70,0,8971,5652,8971,390775862.9,289,12588840,0.4515625,1169542.54,1.16954254,0,0,0,0,.,0,0,0,31.04145123,0,1.825967719,51,0.608655906,.,0,0.775344318,0.167757428,246200554.8,6971628.96,6.97162896,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
709,660,NE01036,JEFFREY DAM CANAL MI 22.8,ED 22.8,Jeffrey Reservoir,NE,40.95969,-100.4037,LINCOLN,TRI-COUNTY CANAL OFF PLATTE R,H,1941,74,60,100,0,21115,10871,21115,919767288.5,600,26136000,0.9375,2428116,2.428116,14,36.25986,8960,390320000,109367.8285,33.33531414,20.71361052,6.034825654,35.19158588,2.486010418,1.759579294,60,0.586526431,.,14.93333333,0.610049009,0.18107889,473539672.9,13409161.08,13.40916108,2.449,.,1.02E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
710,661,NE01047,UPPER DIVERSION DAM,SS 5.7,ND,NE,41.11407,-100.6759,LINCOLN,PLATTE RIVER,H,1941,74,13,16,65000,60,30,60,2613594,1258,54798480,1.965625,5090949.88,5.09094988,59000,152809.41,37760000,1.64E+12,.,0,0,0,0.047694644,0,0.011006456,13,0.003668819,.,30015.89825,0.000570993,137.5768795,1306797,37004.4,0.0370044,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Platte
