"RESID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID"
"WY46",3,3,3,3,4,3,3,2,2,1,4,4,3,3,3,"WY",46,"Lower Sunshine Reservoir",-108.9767,44.09945,"XER                3"
"WY52",0,0,3,3,1,3,1,1,0,0,1,1,1,1,3,"WY",52,"Pilot Butte Reservoir",-108.7559,43.1955,"XER                1"
"WY57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",57,"Rob Roy Reservoir",-106.265,41.19667,"WMT                1"
"WY58",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"WY",58,"Saratoga Lake",-106.7872,41.4767,"XER                1"
"WY59",1,1,1,1,1,2,1,2,0,0,1,1,0,1,2,"WY",59,"Shoshone Lake",-109.0133,42.79667,"WMT                1"
"WY61",1,1,4,5,1,2,1,2,2,1,1,2,1,3,3,"WY",61,"Sulphur Creek Reservoir",-110.8289,41.15778,"XER                2"
"WY66",3,3,2,2,1,1,2,2,2,0,3,3,2,2,2,"WY",66,"Upper Sunshine Reservoir",-109.0486,44.06028,"XER                2"
"WY67",1,0,4,4,3,2,1,1,3,1,2,3,1,2,2,"WY",67,"Viva Naughton Reservoir",-110.6583,41.9675,"XER                2"
"WY73",2,1,1,1,1,3,1,1,1,4,1,1,1,2,2,"WY",73,"Wheatland Res 3",-105.7275,41.89222,"XER                2"
"WY78",0,0,1,1,1,2,1,1,2,4,1,1,1,1,1,"WY",78,"Boysen Reservoir",-108.172989,43.353144,"XER                3"
"WY79",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WY",79,"Toltec Reservoir",-105.7156,42.20528,"XER                1"
"WY80",1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,"WY",80,"Wheatland Res 1",-105.037594,41.998539,"SPL                2"
"WY81",4,4,1,1,1,3,3,2,2,1,3,1,2,2,2,"WY",81,"Keyhole Reservoir",-104.861813,44.354787,"NPL                2"
"WY82",3,3,4,3,3,3,2,3,4,3,5,3,3,3,3,"WY",82,"Big Horn Lake",-108.1814,44.88458,"XER                3"
"WY83",0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"WY",83,"Jackson Lake",-110.675697,43.911745,"WMT                1"
"WY9",1,3,3,1,1,1,3,2,1,0,3,3,2,1,1,"WY",9,"Buffalo Bill Reservoir",-109.1831,44.5014,"XER                2"
